NrHaul;Status;Dist;Mean_Depth;Layer;EEZ;NM12;lat1;lon1;lat2;lon2;lat3;lon3;lat4;lon4;lat5;lon5;lat6;lon6;lat7;lon7;lat8;lon8;lat9;lon9;lat10;lon10;lat_end;lon_end;geometry;length;Area;type
26036;V;1,831651643;66;4;RUS;No;54,8175;19,6358333333333;54,8183333333333;19,6358333333333;54,8188888888889;19,6358333333333;54,8191666666667;19,6552777777778;54,8483333333333;19,6552777777778;54,8341666666667;19,6552777777778;54,8347222222222;19,6358333333333;54,8352777777778;19,6552777777778;54,865;19,6552777777778;54,8502777777778;19,6552777777778;54,8502777777778;19,6552777777778;c(19.6358333333333, 19.6358333333333, 19.6358333333333, 19.6552777777778, 19.6552777777778, 19.6552777777778, 19.6358333333333, 19.6552777777778, 19.6552777777778, 19.6552777777778, 54.8175, 54.8183333333333, 54.8188888888889, 54.8191666666667, 54.8483333333333, 54.8341666666667, 54.8347222222222, 54.8352777777778, 54.865, 54.8502777777778);13678,338168581;26;additional
26093;V;1,884536956;90;5;POL;No;55,1680555555556;18,655;55,1680555555556;18,6716666666667;55,1680555555556;18,6883333333333;55,1680555555556;18,7008333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1680555555556;18,7008333333333;c(18.655, 18.6716666666667, 18.6883333333333, 18.7008333333333, 55.1680555555556, 55.1680555555556, 55.1680555555556, 55.1680555555556);2920,79228199305;26;additional
26278;V;1,493752523;95;5;POL;No;54,9983333333333;18,7672222222222;54,9852777777778;18,7191666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9852777777778;18,7191666666667;c(18.7672222222222, 18.7191666666667, 54.9983333333333, 54.9852777777778);3401,98462450673;26;additional
27003;V;2,562779259;54;3;SWE;No;57,4022222222222;17,0180555555556;57,4502777777778;16,9844444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,4502777777778;16,9844444444444;c(17.0180555555556, 16.9844444444444, 57.4022222222222, 57.4502777777778);5720,07474747672;27;additional
27009;V;2,041991329;79;4;SWE;No;57,0825;17,9047222222222;57,1005555555556;17,9152777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,1005555555556;17,9152777777778;c(17.9047222222222, 17.9152777777778, 57.0825, 57.1005555555556);2110,0647515798;27;additional
27023;V;3,031355021;92;5;SWE;No;57,0355555555556;17,9172222222222;57,0855555555556;17,9011111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,0855555555556;17,9011111111111;c(17.9172222222222, 17.9011111111111, 57.0355555555556, 57.0855555555556);5653,20232174464;27;additional
27019;V;1,640107957;97;5;SWE;No;57,7022222222222;18,2672222222222;57,7338888888889;18,2855555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,7338888888889;18,2855555555556;c(18.2672222222222, 18.2855555555556, 57.7022222222222, 57.7338888888889);3692,17052152795;27;additional
28097;V;2,034004665;49;3;SWE;No;57,8680555555556;19,4183333333333;57,8844444444444;19,4180555555556;57,9011111111111;19,4347222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,9011111111111;19,4347222222222;c(19.4183333333333, 19.4180555555556, 19.4347222222222, 57.8680555555556, 57.8844444444444, 57.9011111111111);3928,44639146631;28;additional
28102;V;1,887605115;76;4;SWE;No;57,1069444444444;18,8802777777778;57,0677777777778;18,8522222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,0677777777778;18,8522222222222;c(18.8802777777778, 18.8522222222222, 57.1069444444444, 57.0677777777778);4681,60733093158;28;additional
28031;V;3,854849235;75;4;LAT;No;56,5522222222222;20,4180555555556;56,5988888888889;20,4341666666667;56,6005555555556;20,4505555555556;56,6177777777778;20,4722222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,6177777777778;20,4722222222222;c(20.4180555555556, 20.4341666666667, 20.4505555555556, 20.4722222222222, 56.5522222222222, 56.5988888888889, 56.6005555555556, 56.6177777777778);8647,65718776592;28;additional
28082;V;3,140508122;123;6;LAT;No;56,5822222222222;20,0013888888889;56,5822222222222;20,0344444444444;56,5822222222222;20,0675;56,5822222222222;20,1005555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,5822222222222;20,1005555555556;c(20.0013888888889, 20.0344444444444, 20.0675, 20.1005555555556, 56.5822222222222, 56.5822222222222, 56.5822222222222, 56.5822222222222);6093,94406288176;28;additional
28085;V;3,720400609;132;6;LAT;No;57,3008333333333;20,2847222222222;57,3169444444444;20,3172222222222;57,3491666666667;20,3358333333333;57,3355555555556;20,3683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57,3355555555556;20,3683333333333;c(20.2847222222222, 20.3172222222222, 20.3358333333333, 20.3683333333333, 57.3008333333333, 57.3169444444444, 57.3491666666667, 57.3355555555556);8891,04091911922;28;additional
