RectangleAlpha;NrHaul;Status;Dist;Mean_Depth;Layer;EEZ;NM12;lat1;lon1;lat2;lon2;lat3;lon3;lat4;lon4;lat5;lon5;lat6;lon6;lat7;lon7;lat8;lon8;lat9;lon9;lat10;lon10;lat_end;lon_end;length;Area;type;Country;Pct
38G8;26169;V;1,56168802;32;2;POL;No;54,7716666666667;18,6916666666667;54,795;18,6716666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,795;18,6716666666667;2898,7159162508;26;Allocated;PL;100
38G8;26278;V;1,493752523;95;5;POL;No;54,9833333333333;18,77;54,995;18,7316666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,995;18,7316666666667;2776,29108008485;26;Allocated;PL;100
38G8;26020;V;1,682110962;47;3;POL;No;54,7866666666667;18,705;54,76;18,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,76;18,72;3121,52551180202;26;Allocated;PL;100
38G8;26005;V;1,725229904;22;2;POL;No;54,895;18,1833333333333;54,895;18,2333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,895;18,2333333333333;3208,05676085019;26;Allocated;PL;100
38G8;26007;V;1,702637863;30;2;POL;No;54,8583333333333;18,5666666666667;54,8833333333333;18,5433333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8833333333333;18,5433333333333;3160,57285874513;26;Allocated;PL;100
38G8;26266;V;1,525886473;20;2;POL;No;54,8033333333333;18,5483333333333;54,82;18,515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,82;18,515;2834,6459976697;26;Allocated;PL;100
38G8;26087;V;1,548117538;97;5;POL;No;54,8833333333333;18,9;54,8866666666667;18,8883333333333;54,8916666666667;18,875;54,8966666666667;18,8616666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8966666666667;18,8616666666667;2876,99419736944;26;Allocated;PL;100
38G8;26270;V;1,315089989;69;4;POL;No;54,5516666666667;18,87;54,565;18,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,565;18,9;2443,31337328559;26;Allocated;PL;100
38G9;26287;V;1,377321118;81;5;POL;No;54,6116666666667;19,035;54,5966666666667;19,005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5966666666667;19,005;2558,61540196471;26;Allocated;PL;100
39F9;22024;V;2,306584935;18;2;DEN;No;55,365;9,75266666666667;55,4016666666667;9,73233333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4016666666667;9,73233333333333;4280,73160176909;22;Allocated;DK;100
39F9;22150;V;;30;2;DEN;;55,1183333333333;9,72;55,1316666666667;9,765;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1316666666667;9,765;3231,81590391685;22;Allocated;DK;100
39F9;22152;V;;20;2;DEN;;55,1616666666667;9,625;55,1566666666667;9,58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1566666666667;9,58;2921,83621785036;22;Allocated;DK;100
39F9;22081;V;2,400982588;28;2;DEN;No;55,105;9,988;55,065;9,986;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,065;9,986;4454,83495934867;22;Allocated;DK;100
39G0;22025;V;2,499614753;19;2;DEN;No;55,3856666666667;10,8426666666667;55,3828333333333;10,9158333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,3828333333333;10,9158333333333;4648,10025705722;22;Allocated;DK;100
39G0;22016;V;2,480063267;13;2;DEN;No;55,0983333333333;10,8116666666667;55,0616666666667;10,7783333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0616666666667;10,7783333333333;4603,71823359732;22;Allocated;DK;100
39G0;22021;V;2,038348876;20;2;DEN;No;55,2483333333333;10,845;55,2366666666667;10,84;55,2216666666667;10,8383333333333;55,215;10,835;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,215;10,835;3782,38859222818;22;Allocated;DK;100
39G1;22103;V;2,495294066;37;2;DEN;No;55,0553333333333;11,0303333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22;Allocated;DK;100
39G1;22019;V;2,498094604;17;2;DEN;No;55,0573333333333;11,4025;55,0468333333333;11,3321666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0468333333333;11,3321666666667;4644,58398393371;22;Allocated;DK;100
39G1;22082;V;2,497195923;37;2;DEN;No;55,106;11,325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22;Allocated;DK;100
39G1;22084;V;1,941279148;33;2;DEN;No;55,1983333333333;11,0766666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22;Allocated;DK;100
39G2;24337;V;;18;2;DEN;;55,2527166666667;12,4693;55,2333333333333;12,5033333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2333333333333;12,5033333333333;3056,58425056584;24;Allocated;DK;100
39G3;24252;V;2,810025912;41;3;SWE;No;55,2078333333333;13,1745;55,2081666666667;13,2175;55,1933333333333;13,2466666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1933333333333;13,2466666666667;5222,90766418445;24;Allocated;DE;100
39G3;24313;V;1,733142497;47,5;3;SWE;No;55,0394933333333;13,4241266666667;55,0386833333333;13,4745166666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0386833333333;13,4745166666667;3222,79021860446;24;Allocated;DE;100
39G3;24263;V;2,497757389;44;3;SWE;No;55,2725;13,7333333333333;55,2491666666667;13,6728333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2491666666667;13,6728333333333;4641,47755260954;24;Allocated;DE;100
39G3;24101;V;1,661742972;46;3;SWE;No;55,1145;13,8745;55,0978333333333;13,8358333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0978333333333;13,8358333333333;3087,57826748969;24;Allocated;DE;100
39G3;24210;V;4,824880265;43;3;SWE;No;55,017;13,3066666666667;55,0413333333333;13,2258333333333;55,0631666666667;13,2566666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0631666666667;13,2566666666667;8964,94876312614;24;Allocated;DE;100
39G4;25235;V;2,499820043;65;4;DEN;No;55,485;14,7716666666667;55,4838333333333;14,6981666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4838333333333;14,6981666666667;4648,5462829959;25;Mooved to new Layer;DE;100
39G4;25502;V;2,507187195;56;3;SWE;No;55,4583333333333;14,4683333333333;55,4625;14,5416666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4625;14,5416666666667;4662,14753636635;25;Allocated;DE;100
39G4;24245;V;1,505953776;44;3;DEN;No;55,0903333333333;14,3091666666667;55,0663333333333;14,2963333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0663333333333;14,2963333333333;2794,70026520606;24;Allocated;DE;100
39G4;24251;V;2,495905793;42;3;DEN;No;55,09;14,5523333333333;55,1315;14,5573333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1315;14,5573333333333;4631,017168974;24;Allocated;DE;100
39G4;25387;V;2,496846838;53;3;SWE;No;55,409;14,5046666666667;55,4;14,5016666666667;55,38;14,4566666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,38;14,4566666666667;4637,88184310493;25;Allocated;DE;100
39G4;24288;V;1,524428061;38;2;SWE;No;55,2703333333333;14,0393333333333;55,2686666666667;14,0838333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2686666666667;14,0838333333333;2834,69857697714;24;Allocated;DE;100
39G4;24287;V;2,985098971;43;3;DEN;No;55,0416666666667;14,2233333333333;55,0316666666667;14,2083333333333;55,0066666666667;14,19;55;14,1783333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;14,1783333333333;5542,10558845405;24;Allocated;DE;100
39G4;25075;V;2,167374124;73;4;DEN;No;55,465;14,9716666666667;55,4633333333333;14,995;55,4633333333333;15,0133333333333;55,4616666666667;15,035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4616666666667;15,035;4030,24367030601;25;Allocated;DE;100
39G5;25240;V;3,159172402;79;4;DEN;No;55,4766666666667;15,2133333333333;55,4866666666667;15,2416666666667;55,495;15,27;55,5016666666667;15,295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5016666666667;15,295;5871,77847643642;25;Allocated;DK;100
39G5;25342;V;3,324251442;84;5;DEN;No;55,445;15,5416666666667;55,4516666666667;15,5466666666667;55,46;15,5483333333333;55,495;15,5816666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,495;15,5816666666667;6170,72665645138;25;Allocated;DK;100
39G5;25064;V;2,498206763;78;4;DEN;No;55,0333333333333;15,25;55,0581666666667;15,1916666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0581666666667;15,1916666666667;4641,79720715241;25;Mooved to new Layer;DK;100
39G5;25321;V;2,498072981;78;4;DEN;No;55,09;15,6;55,0823333333333;15,6715;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0823333333333;15,6715;4644,85714073244;25;Mooved to new Layer;DK;100
39G5;25065;V;3,314885299;72;4;DEN;No;55,06;15,335;55,1066666666667;15,3866666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1066666666667;15,3866666666667;6154,3911573726;25;Allocated;DK;100
39G5;25221;V;2,498618664;63;4;DEN;No;55,2283333333333;15,18;55,1983333333333;15,21;55,2043333333333;15,2033333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2043333333333;15,2033333333333;4638,65065645067;25;Allocated;DK;100
39G5;25341;V;1,574854238;81;5;DEN;No;55,349;15,3711666666667;55,3251666666667;15,3518333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,3251666666667;15,3518333333333;2923,25381681895;25;Allocated;DK;100
39G5;25322;V;3,613082471;87;5;DEN;No;55,0516666666667;15,71;55,0416666666667;15,6783333333333;55,0316666666667;15,6583333333333;55,0166666666667;15,625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0166666666667;15,625;6713,47305799262;25;Allocated;DK;100
39G5;25197;V;3,286658165;63;4;DEN;No;55,1333333333333;15,2833333333333;55,1233333333333;15,285;55,1083333333333;15,2716666666667;55,0833333333333;15,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0833333333333;15,25;6100,37393064462;25;Mooved to new Layer;DK;100
39G5;25344;V;2,360013852;85;5;DEN;No;55,4566666666667;15,9366666666667;55,4916666666667;15,9683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4916666666667;15,9683333333333;4381,06933670987;25;Allocated;DK;100
39G5;25452;V;2,367169206;91;5;DEN;No;55,3733333333333;15,26;55,4016666666667;15,3083333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4016666666667;15,3083333333333;4396,93577489332;25;Allocated;DK;100
39G9;26045;V;2,306009074;70;4;POL;No;55,2783333333333;19,0833333333333;55,2683333333333;19,0666666666667;55,2583333333333;19,055;55,25;19,0383333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,25;19,0383333333333;4282,96859244386;26;Allocated;PL;100
40G0;22029;V;2,105211541;18;2;DEN;No;55,6516666666667;10,6616666666667;55,6233333333333;10,6983333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6233333333333;10,6983333333333;3909,32334586263;22;Allocated;DK;100
40G0;22092;V;2,381611185;38;2;DEN;No;55,83;10,82;55,7916666666667;10,8383333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7916666666667;10,8383333333333;4420,04654870335;22;Allocated;DK;100
40G0;22032;V;2,324290986;18;2;DEN;No;55,7783333333333;10,68;55,8016666666667;10,735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8016666666667;10,735;4318,88903692631;22;Allocated;DK;100
40G0;22106;V;2,501893033;18;2;DEN;No;55,6435;10,1976666666667;55,6365;10,2705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6365;10,2705;4652,16803520451;22;Allocated;DK;100
40G0;22035;V;2,202461055;20;2;DEN;No;55,9833333333333;10,88;55,9783333333333;10,945;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9783333333333;10,945;4095,5498431018;22;Allocated;DK;100
40G0;22027;V;2,310272905;17;2;DEN;No;55,635;10,0066666666667;55,6533333333333;10,0666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6533333333333;10,0666666666667;4294,03408922641;22;Allocated;DK;100
40G0;22034;V;2,293086292;14;2;DEN;No;55,9933333333333;10,64;55,9933333333333;10,7083333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9933333333333;10,7083333333333;4264,23977347338;22;Allocated;DK;100
40G0;22090;V;2,253864608;23;2;DEN;No;55,705;10,4633333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;22;Allocated;DK;100
40G0;22091;V;2,49852527;21;2;DEN;No;55,722;10,6366666666667;55,7175;10,5631666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7175;10,5631666666667;4646,09063127613;22;Allocated;DK;100
40G0;22118;V;2,502761926;18;2;DEN;No;55,6295;10,3431666666667;55,6225;10,416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6225;10,416;4653,78013879457;22;Allocated;DK;100
40G0;22033;V;2,3;19;2;DEN;No;55,9416666666667;10,48;55,9033333333333;10,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9033333333333;10,48;4268,04939602414;22;Allocated;DK;100
40G1;22037;V;2,201736096;19;2;DEN;No;55,9816666666667;11,03;55,9533333333333;11,0716666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9533333333333;11,0716666666667;4089,21888745996;22;Allocated;DK;100
40G1;22036;V;2,313716664;17;2;DEN;No;55,9216666666667;11,2266666666667;55,8933333333333;11,2733333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8933333333333;11,2733333333333;4297,67832705729;22;Allocated;DK;100
40G2;23020;V;NA;16;2;DEN;No;55,965;12,6431666666667;55,9465;12,6355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9465;12,6355;2114,7457154057;23;Allocated;DK;100
40G2;23048;V;NA;19;2;SWE;No;55,7835;12,858;55,7923333333333;12,8423333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7923333333333;12,8423333333333;1390,39707258802;23;Allocated;DK;100
