NrHaul;Status;Dist;Mean_Depth;Layer;EEZ;NM12;lat1;lon1;lat2;lon2;lat3;lon3;lat4;lon4;lat5;lon5;lat6;lon6;lat7;lon7;lat8;lon8;lat9;lon9;lat10;lon10;lat_end;lon_end;geometry;length;Area
24323;V;10,42833665;41;3;SWE;No;55,2358333333333;13,8669444444444;55,2597222222222;13,7347222222222;55,2347222222222;13,6702777777778;55,2183333333333;13,5669444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2183333333333;13,5669444444444;c(13.8669444444444, 13.7347222222222, 13.6702777777778, 13.5669444444444, 55.2358333333333, 55.2597222222222, 55.2347222222222, 55.2183333333333);20597,9304902883;24
24324;V;1,600122109;42;3;SWE;No;55,1652777777778;13,9191666666667;55,1505555555556;13,9686111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1505555555556;13,9686111111111;c(13.9191666666667, 13.9686111111111, 55.1652777777778, 55.1505555555556);3552,3986717723;24
24325;V;1,63;18;2;GFR;No;54,6011111111111;12,6041666666667;54,5880555555556;12,6041666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5880555555556;12,6041666666667;c(12.6041666666667, 12.6041666666667, 54.6011111111111, 54.5880555555556);1453,29281311358;24
24328;V;1,644242736;19;2;GFR;No;54,6441666666667;12,6855555555556;54,6338888888889;12,6491666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6338888888889;12,6491666666667;c(12.6855555555556, 12.6491666666667, 54.6441666666667, 54.6338888888889);2613,28408517531;24
24329;V;1,570454512;12;2;GFR;No;54,4483333333333;14,2516666666667;54,4483333333333;14,2025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4483333333333;14,2025;c(14.2516666666667, 14.2025, 54.4483333333333, 54.4483333333333);3189,39924130877;24
24330;V;1,515622864;12;2;GFR;No;54,4483333333333;14,1355555555556;54,4191666666667;14,1844444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4191666666667;14,1844444444444;c(14.1355555555556, 14.1844444444444, 54.4483333333333, 54.4191666666667);4539,31842135946;24
24331;V;1,490610217;16;2;GFR;No;54,4191666666667;14,0672222222222;54,4025;14,1002777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4025;14,1002777777778;c(14.0672222222222, 14.1002777777778, 54.4191666666667, 54.4025);2836,92982488983;24
24332;V;1,602000262;11;2;GFR;No;54,3683333333333;14,1836111111111;54,3852777777778;14,1502777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3852777777778;14,1502777777778;c(14.1836111111111, 14.1502777777778, 54.3683333333333, 54.3852777777778);2872,16205958032;24
24333;V;1,519246202;12;2;GFR;No;54,3511111111111;14,1358333333333;54,3347222222222;14,1872222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3347222222222;14,1872222222222;c(14.1358333333333, 14.1872222222222, 54.3511111111111, 54.3347222222222);3807,57903952711;24
24334;V;1,564763307;10;2;GFR;No;54,3816666666667;14,3002777777778;54,3844444444444;14,3175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3844444444444;14,3175;c(14.3002777777778, 14.3175, 54.3816666666667, 54.3844444444444);1160,90134875989;24
24335;V;1,636694046;14;2;GFR;No;54,1847222222222;14,3016666666667;54,2022222222222;14,2691666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,2022222222222;14,2691666666667;c(14.3016666666667, 14.2691666666667, 54.1847222222222, 54.2022222222222);2879,98391643397;24
24336;V;;47;3;GFR;No;54,9741666666667;13,6672222222222;54,9680555555556;13,5127777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9680555555556;13,5127777777778;c(13.6672222222222, 13.5127777777778, 54.9741666666667, 54.9680555555556);9914,00480351052;24
24337;V;;18;2;DEN;;55,2952777777778;12,5105555555556;55,2486111111111;12,5005555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,2486111111111;12,5005555555556;c(12.5105555555556, 12.5005555555556, 55.2952777777778, 55.2486111111111);5234,06752632954;24
24338;V;;30;2;DEN;;55,32;12,8441666666667;55,1347222222222;12,7672222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1347222222222;12,7672222222222;c(12.8441666666667, 12.7672222222222, 55.32, 55.1347222222222);21199,6779224657;24
24339;V;;30;2;DEN;;55,1872222222222;13,0822222222222;55,0847222222222;12,8183333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0847222222222;12,8183333333333;c(13.0822222222222, 12.8183333333333, 55.1872222222222, 55.0847222222222);20333,7955838158;24
24340;V;;37;2;DEN;;54,9911111111111;13,2336111111111;54,9316666666667;12,9191666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9316666666667;12,9191666666667;c(13.2336111111111, 12.9191666666667, 54.9911111111111, 54.9316666666667);21201,1203142091;24
24341;V;;18;2;DEN;;54,9686111111111;12,7908333333333;54,8191666666667;12,6688888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8191666666667;12,6688888888889;c(12.7908333333333, 12.6688888888889, 54.9686111111111, 54.8191666666667);18384,4787489913;24
24342;V;;18;2;DEN;;54,9605555555556;12,6869444444444;54,8686111111111;12,5688888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8686111111111;12,5688888888889;c(12.6869444444444, 12.5688888888889, 54.9605555555556, 54.8686111111111);12731,1670713786;24
24343;V;;20;2;DEN;;54,8447222222222;12,3327777777778;54,7025;12,2675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7025;12,2675;c(12.3327777777778, 12.2675, 54.8447222222222, 54.7025);16379,9357126372;24
24344;V;;16;2;DEN;;54,7213888888889;12,2744444444444;54,6016666666667;12,1866666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6016666666667;12,1866666666667;c(12.2744444444444, 12.1866666666667, 54.7213888888889, 54.6016666666667);14480,9840086509;24
25001;V;1,707663189;19;1;POL;No;54,3191666666667;15,0683333333333;54,3177777777778;15,1177777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3177777777778;15,1177777777778;c(15.0683333333333, 15.1177777777778, 54.3191666666667, 54.3177777777778);3221,27117138472;25
25002;V;1,928255619;19;1;POL;No;54,7358333333333;17,0047222222222;54,7677777777778;17,0336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7677777777778;17,0336111111111;c(17.0047222222222, 17.0336111111111, 54.7358333333333, 54.7677777777778);4013,14271607467;25
25004;V;1,412886364;20;2;POL;No;54,8686111111111;16,635;54,8983333333333;16,6877777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8983333333333;16,6877777777778;c(16.635, 16.6877777777778, 54.8686111111111, 54.8983333333333);4735,08980228676;25
25006;V;1,805921899;32;2;POL;No;54,4483333333333;15,1355555555556;54,4191666666667;15,1858333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4191666666667;15,1858333333333;c(15.1355555555556, 15.1858333333333, 54.4483333333333, 54.4191666666667);4602,7598577862;25
25008;V;1,747078365;28;2;POL;No;54,3983333333333;15,5708333333333;54,3983333333333;15,6208333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3983333333333;15,6208333333333;c(15.5708333333333, 15.6208333333333, 54.3983333333333, 54.3983333333333);3247,40718615074;25
25009;V;1,866269153;30;2;POL;No;54,3691666666667;15,7841666666667;54,3983333333333;15,7336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,3983333333333;15,7336111111111;c(15.7841666666667, 15.7336111111111, 54.3691666666667, 54.3983333333333);4618,3750422993;25
25010;V;1,914171772;26;2;POL;No;54,4355555555556;16,0841666666667;54,4686111111111;16,0852777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4686111111111;16,0852777777778;c(16.0841666666667, 16.0852777777778, 54.4355555555556, 54.4686111111111);3680,23221258153;25
25011;V;3,729605655;21;2;POL;No;54,4019444444444;16,0544444444444;54,4175;16,0002777777778;54,4336111111111;16,0025;54,465;16,0186111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,465;16,0186111111111;c(16.0544444444444, 16.0002777777778, 16.0025, 16.0186111111111, 54.4019444444444, 54.4175, 54.4336111111111, 54.465);9366,30116761995;25
25013;V;1,251378162;33;2;POL;No;54,665;16,385;54,6483333333333;16,3675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6483333333333;16,3675;c(16.385, 16.3675, 54.665, 54.6483333333333);2172,03177448377;25
25014;V;1,499341638;27;2;POL;No;54,685;16,6352777777778;54,6838888888889;16,6005555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6838888888889;16,6005555555556;c(16.6352777777778, 16.6005555555556, 54.685, 54.6838888888889);2242,83589190381;25
25016;V;1,389009345;30;2;POL;No;54,735;16,8211111111111;54,7347222222222;16,7683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7347222222222;16,7683333333333;c(16.8211111111111, 16.7683333333333, 54.735, 54.7347222222222);3399,84352708341;25
25017;V;1,457283964;29;2;POL;No;54,7338888888889;16,8675;54,7183333333333;16,8377777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7183333333333;16,8377777777778;c(16.8675, 16.8377777777778, 54.7338888888889, 54.7183333333333);2581,79525538415;25
25022;V;4,654594062;28;2;POL;No;54,9511111111111;17,4213888888889;54,9513888888889;17,4713888888889;54,9505555555556;17,5047222222222;54,9677777777778;17,5338888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9677777777778;17,5338888888889;c(17.4213888888889, 17.4713888888889, 17.5047222222222, 17.5338888888889, 54.9511111111111, 54.9513888888889, 54.9505555555556, 54.9677777777778);8018,54315918104;25
25024;V;2,114456006;24;2;POL;No;54,865;17,4713888888889;54,8608333333333;17,5336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8608333333333;17,5336111111111;c(17.4713888888889, 17.5336111111111, 54.865, 54.8608333333333);4022,25472511076;25
25030;V;1,50639481;40;3;POL;No;55,4841666666667;17,4522222222222;55,4836111111111;17,4347222222222;55,4844444444444;17,4175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4844444444444;17,4175;c(17.4522222222222, 17.4347222222222, 17.4175, 55.4841666666667, 55.4836111111111, 55.4844444444444);2200,86656035548;25
25038;V;2,501632741;51;3;SWE;No;56,1655555555556;17,7547222222222;56,1347222222222;17,6683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,1347222222222;17,6683333333333;c(17.7547222222222, 17.6683333333333, 56.1655555555556, 56.1347222222222);6372,9005135778;25
25039;V;1,598303948;49;3;POL;No;54,4513888888889;15,6008333333333;54,4688888888889;15,6191666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4688888888889;15,6191666666667;c(15.6008333333333, 15.6191666666667, 54.4513888888889, 54.4688888888889);2282,14761261424;25
25040;V;1,75331743;49;3;POL;No;54,4525;15,7688888888889;54,4836111111111;15,8208333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4836111111111;15,8208333333333;c(15.7688888888889, 15.8208333333333, 54.4525, 54.4836111111111);4830,76026752216;25
25041;V;3,516911271;41;3;POL;No;54,4025;15,6875;54,4180555555556;15,6858333333333;54,4341666666667;15,7191666666667;54,4358333333333;15,7525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4358333333333;15,7525;c(15.6875, 15.6858333333333, 15.7191666666667, 15.7525, 54.4025, 54.4180555555556, 54.4341666666667, 54.4358333333333);6715,98452441372;25
25042;V;5,941040851;45;3;POL;No;54,5483333333333;16,0044444444444;54,4336111111111;16,0172222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,4336111111111;16,0172222222222;c(16.0044444444444, 16.0172222222222, 54.5483333333333, 54.4336111111111);12797,0202654109;25
25046;V;3,726507765;59;3;POL;No;54,5511111111111;15,4344444444444;54,5688888888889;15,4177777777778;54,5516666666667;15,4338888888889;54,5677777777778;15,4177777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5677777777778;15,4177777777778;c(15.4344444444444, 15.4177777777778, 15.4338888888889, 15.4177777777778, 54.5511111111111, 54.5688888888889, 54.5516666666667, 54.5677777777778);6509,99819213693;25
25047;V;3,041874948;60;4;POL;No;54,6186111111111;15,5183333333333;54,585;15,5844444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,585;15,5844444444444;c(15.5183333333333, 15.5844444444444, 54.6186111111111, 54.585);5679,16631457958;25
25048;V;1,604198348;60;4;POL;No;54,5669444444444;15,6669444444444;54,5347222222222;15,6525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5347222222222;15,6525;c(15.6669444444444, 15.6525, 54.5669444444444, 54.5347222222222);3706,60108813673;25
25049;V;2,159467104;55;3;POL;No;54,5347222222222;15,7669444444444;54,5513888888889;15,8177777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,5513888888889;15,8177777777778;c(15.7669444444444, 15.8177777777778, 54.5347222222222, 54.5513888888889);3776,95561533888;25
25051;V;2,726063213;52;3;POL;No;54,6352777777778;15,9022222222222;54,6019444444444;15,9708333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,6019444444444;15,9708333333333;c(15.9022222222222, 15.9708333333333, 54.6352777777778, 54.6019444444444);5780,40472366812;25
25052;V;1,566096168;47;3;POL;No;54,6344444444444;16,0680555555556;54,665;16,1211111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,665;16,1211111111111;c(16.0680555555556, 16.1211111111111, 54.6344444444444, 54.665);4826,81872355131;25
25053;V;3,056390015;58;3;DEN;No;54,8002777777778;15,0022222222222;54,7855555555556;15,035;54,7858333333333;15,0175;54,8008333333333;14,9841666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8008333333333;14,9841666666667;c(15.0022222222222, 15.035, 15.0175, 14.9841666666667, 54.8002777777778, 54.7855555555556, 54.7858333333333, 54.8008333333333);6514,30060898435;25
25054;V;1,644892053;62;4;POL;No;54,7025;15,7686111111111;54,7172222222222;15,8180555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,7172222222222;15,8180555555556;c(15.7686111111111, 15.8180555555556, 54.7025, 54.7172222222222);3583,63685822507;25
25055;V;2,759075586;62;4;POL;No;54,8316666666667;15,9208333333333;54,865;15,9675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,865;15,9675;c(15.9208333333333, 15.9675, 54.8316666666667, 54.865);4770,23206886921;25
25056;V;3,340805743;56;3;POL;No;54,7352777777778;15,9541666666667;54,7522222222222;15,9508333333333;54,7688888888889;15,9516666666667;54,815;15,9525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,815;15,9525;c(15.9541666666667, 15.9508333333333, 15.9516666666667, 15.9525, 54.7352777777778, 54.7522222222222, 54.7688888888889, 54.815);8887,86037047679;25
25059;V;4,091580581;60;4;DEN;No;54,885;15,1677777777778;54,8677777777778;15,0516666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8677777777778;15,0516666666667;c(15.1677777777778, 15.0516666666667, 54.885, 54.8677777777778);7695,88542695023;25
25060;V;1,644921807;54;3;POL;No;54,8341666666667;16,0502777777778;54,8519444444444;16,0683333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8519444444444;16,0683333333333;c(16.0502777777778, 16.0683333333333, 54.8341666666667, 54.8519444444444);2293,92020466881;25
25061;V;5,106738745;49;3;POL;No;54,8180555555556;16,0336111111111;54,815;16,0011111111111;54,8183333333333;16,0511111111111;54,8316666666667;16,0336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,8316666666667;16,0336111111111;c(16.0336111111111, 16.0011111111111, 16.0511111111111, 16.0336111111111, 54.8180555555556, 54.815, 54.8183333333333, 54.8316666666667);7214,72243805216;25
25062;V;1,632780127;48;3;POL;No;54,9341666666667;16,235;54,9172222222222;16,2013888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,9172222222222;16,2013888888889;c(16.235, 16.2013888888889, 54.9341666666667, 54.9172222222222);2863,84976636882;25
25064;V;2,498206763;78;4;DEN;No;55,0486111111111;15,2541666666667;55,0636111111111;15,1847222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0636111111111;15,1847222222222;c(15.2541666666667, 15.1847222222222, 55.0486111111111, 55.0636111111111);4741,60505648554;25
25065;V;3,314885299;72;4;DEN;No;55,0516666666667;15,3336111111111;55,1011111111111;15,3838888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,1011111111111;15,3838888888889;c(15.3336111111111, 15.3838888888889, 55.0516666666667, 55.1011111111111);6372,69865909512;25
25066;V;3,68431646;55;3;POL;No;55,0152777777778;16,2877777777778;55,0180555555556;16,3177777777778;55,0344444444444;16,3358333333333;55,0486111111111;16,3544444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0486111111111;16,3544444444444;c(16.2877777777778, 16.3177777777778, 16.3358333333333, 16.3544444444444, 55.0152777777778, 55.0180555555556, 55.0344444444444, 55.0486111111111);6078,50426386276;25
25067;V;1,407524592;54;3;POL;No;55,035;16,4044444444444;55,0341666666667;16,3516666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,0341666666667;16,3516666666667;c(16.4044444444444, 16.3516666666667, 55.035, 55.0341666666667);3375,83716009402;25
25075;V;2,167374124;73;4;DEN;No;55,4525;14,9675;55,4522222222222;14,9852777777778;55,4522222222222;15,0022222222222;55,4519444444445;15,0336111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4519444444445;15,0336111111111;c(14.9675, 14.9852777777778, 15.0022222222222, 15.0336111111111, 55.4525, 55.4522222222222, 55.4522222222222, 55.4519444444445);4183,67565141117;25
25076;V;3,543429135;73;4;DEN;No;55,3502777777778;15,0677777777778;55,3336111111111;15,0355555555556;55,3169444444444;15,0341666666667;55,3152777777778;15,0358333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,3152777777778;15,0358333333333;c(15.0677777777778, 15.0355555555556, 15.0341666666667, 15.0358333333333, 55.3502777777778, 55.3336111111111, 55.3169444444444, 55.3152777777778);4832,10724988512;25
25080;V;1,815155256;52;3;POL;No;55,4008333333333;16,7358333333333;55,3855555555556;16,7188888888889;55,3986111111111;16,7019444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,3986111111111;16,7019444444444;c(16.7358333333333, 16.7188888888889, 16.7019444444444, 55.4008333333333, 55.3855555555556, 55.3986111111111);3818,51957681271;25
25081;V;2,49830165;56;3;POL;No;55,4005555555556;16,8544444444444;55,4005555555556;16,9177777777778;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4005555555556;16,9177777777778;c(16.8544444444444, 16.9177777777778, 55.4005555555556, 55.4005555555556);4012,48548719567;25
25084;V;2,625876814;56;3;POL;No;55,3986111111111;17,3713888888889;55,3858333333333;17,4047222222222;55,4002777777778;17,4169444444444;55,4152777777778;17,4380555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4152777777778;17,4380555555556;c(17.3713888888889, 17.4047222222222, 17.4169444444444, 17.4380555555556, 55.3986111111111, 55.3858333333333, 55.4002777777778, 55.4152777777778);6470,93720003887;25
25088;V;2,027962085;75;4;POL;No;55,3838888888889;17,5380555555556;55,4008333333333;17,5880555555556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4008333333333;17,5880555555556;c(17.5380555555556, 17.5880555555556, 55.3838888888889, 55.4008333333333);3687,47190873808;25
25089;V;1,846431052;77;4;POL;No;55,3844444444444;17,7547222222222;55,3852777777778;17,7713888888889;55,3858333333333;17,7880555555556;55,4002777777778;17,8047222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,4002777777778;17,8047222222222;c(17.7547222222222, 17.7713888888889, 17.7880555555556, 17.8047222222222, 55.3844444444444, 55.3852777777778, 55.3858333333333, 55.4002777777778);4042,4315138485;25
25099;V;2,500961543;67;4;SWE;No;55,6508333333333;14,9038888888889;55,6558333333333;14,8325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6558333333333;14,8325;c(14.9038888888889, 14.8325, 55.6508333333333, 55.6558333333333);4528,28567972065;25
25100;V;3,293039535;86;5;DEN;No;55,6338888888889;15,1005555555556;55,6180555555556;15,0013888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6180555555556;15,0013888888889;c(15.1005555555556, 15.0013888888889, 55.6338888888889, 55.6180555555556);6490,86234451289;25
25107;V;1,960788082;40;3;POL;No;55,5505555555556;17,6047222222222;55,5502777777778;17,5880555555556;55,5355555555556;17,5686111111111;55,5344444444444;17,5547222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5344444444444;17,5547222222222;c(17.6047222222222, 17.5880555555556, 17.5686111111111, 17.5547222222222, 55.5505555555556, 55.5502777777778, 55.5355555555556, 55.5344444444444);3985,74221418634;25
25119;V;1,646902405;66;4;SWE;No;55,6838888888889;15,0672222222222;55,6844444444444;15,1169444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,6844444444444;15,1169444444444;c(15.0672222222222, 15.1169444444444, 55.6838888888889, 55.6844444444444);3128,17082028297;25
25123;V;1,54356393;55;3;SWE;No;55,8022222222222;15,3041666666667;55,8169444444444;15,3022222222222;55,8172222222222;15,3172222222222;55,8177777777778;15,3347222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8177777777778;15,3347222222222;c(15.3041666666667, 15.3022222222222, 15.3172222222222, 15.3347222222222, 55.8022222222222, 55.8169444444444, 55.8172222222222, 55.8177777777778);3683,24688498409;25
25124;V;1,631297409;57;3;SWE;No;55,7672222222222;15,2502777777778;55,7672222222222;15,3041666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,7672222222222;15,3041666666667;c(15.2502777777778, 15.3041666666667, 55.7672222222222, 55.7672222222222);3382,45818811391;25
25134;V;2,499139232;47;3;SWE;No;55,7841666666667;16,7044444444444;55,76;16,7322222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,76;16,7322222222222;c(16.7044444444444, 16.7322222222222, 55.7841666666667, 55.76);3206,05871978345;25
25136;V;3,001786035;59;3;SWE;No;55,7683333333333;17,7047222222222;55,7841666666667;17,6847222222222;55,8152777777778;17,6691666666667;55,8177777777778;17,6669444444444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8177777777778;17,6669444444444;c(17.7047222222222, 17.6847222222222, 17.6691666666667, 17.6669444444444, 55.7683333333333, 55.7841666666667, 55.8152777777778, 55.8177777777778);6073,85082658336;25
25140;V;2,005668778;47;3;SWE;No;55,8511111111111;15,5680555555556;55,8355555555556;15,5672222222222;55,8188888888889;15,5347222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8188888888889;15,5347222222222;c(15.5680555555556, 15.5672222222222, 15.5347222222222, 55.8511111111111, 55.8355555555556, 55.8188888888889);4488,08111677428;25
25145;V;2,170981392;59;3;SWE;No;55,8336111111111;16,2008333333333;55,8347222222222;16,1347222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8347222222222;16,1347222222222;c(16.2008333333333, 16.1347222222222, 55.8336111111111, 55.8347222222222);4144,34724604929;25
25149;V;1,579920839;52;3;SWE;No;55,8677777777778;16,4180555555556;55,8675;16,4344444444444;55,8675;16,4355555555556;55,8683333333333;16,4672222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,8683333333333;16,4672222222222;c(16.4180555555556, 16.4344444444444, 16.4355555555556, 16.4672222222222, 55.8677777777778, 55.8675, 55.8675, 55.8683333333333);3080,74271208583;25
25161;V;2,980503775;62;4;SWE;No;55,8841666666667;17,7183333333333;55,9005555555556;17,7341666666667;55,9319444444444;17,7352777777778;55,9336111111111;17,7511111111111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9336111111111;17,7511111111111;c(17.7183333333333, 17.7341666666667, 17.7352777777778, 17.7511111111111, 55.8841666666667, 55.9005555555556, 55.9319444444444, 55.9336111111111);6578,68428442714;25
25162;V;3,243207528;64;4;SWE;No;55,9819444444444;17,7713888888889;55,9505555555556;17,7683333333333;55,9347222222222;17,7669444444444;55,9319444444444;17,7547222222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,9319444444444;17,7547222222222;c(17.7713888888889, 17.7683333333333, 17.7669444444444, 17.7547222222222, 55.9819444444444, 55.9505555555556, 55.9347222222222, 55.9319444444444);6089,23793951194;25
25167;V;3,907240655;46;3;SWE;No;56,2822222222222;17,9547222222222;56,2669444444444;17,9169444444444;56,2516666666667;17,8844444444444;56,2488888888889;17,8713888888889;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,2488888888889;17,8713888888889;c(17.9547222222222, 17.9169444444444, 17.8844444444444, 17.8713888888889, 56.2822222222222, 56.2669444444444, 56.2516666666667, 56.2488888888889);6396,06804339319;25
