Status;NrHaul;RectangleAlpha;ICES SD;Latitude1_deg;Latitude1_dec_min;Longitude1_deg;Longitude1_dec_min;Latitude2_deg;Latitude2_dec_min;Longitude2_deg;Longitude2_dec_min;Latitude3_deg;Latitude3_dec_min;Longitude3_deg;Longitude3_dec_min;Latitude4_deg;Latitude4_dec_min;Longitude4_deg;Longitude4_dec_min;Latitude5_deg;Latitude5_dec_min;Longitude5_deg;Longitude5_dec_min;Latitude6_deg;Latitude6_dec_min;Longitude6_deg;Longitude6_dec_min;Latitude7_deg;Latitude7_dec_min;Longitude7_deg;Longitude7_dec_min;Latitude8_deg;Latitude8_dec_min;Longitude8_deg;Longitude8_dec_min;Latitude9_deg;Latitude9_dec_min;Longitude9_deg;Longitude9_dec_min;Latitude10_deg;Latitude10_dec_min;Longitude10_deg;Longitude10_dec_min;0;Mean_Depth;Depth1;Depth2;Depth3;Depth4;Depth5;Depth6;Depth7;Depth8;Depth9;Depth10;Source;EEZ;NM12;Rope;Direction;Distance;0;0;Dist;Layer;Latitude_end_deg;Latitude_end_dec_min;Longitude_end_deg;Longitude_end_dec_min;;
V;24171;38G3;24;54;56,32;13;5,39;54;56,35;13;7,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;34;26;;;;;;;;;German R/V;GFR;No;1;;1,459409863;;;1,459409863;3;54;56,35;13;7,93;;
V;24173;38G3;24;54;52,58;13;13,14;54;52,6;13;10,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;24;27;;;;;;;;;German R/V;GFR;No;;1;1,570807601;;;1,570807601;3;54;52,6;13;10,41;;
V;24179;38G3;24;54;51,64;13;18,09;54;50,4;13;18,09;54;49,19;13;17,89;54;48,27;13;17,99;;;;;;;;;;;;;;;;;;;;;;;;;;45;45;;;;;;;;;;Solea;GFR;No;4;;3,377274618;;;3,377274618;3;54;48,27;13;17,99;;
V;24182;38G3;24;54;52,5;13;24,41;54;53,38;13;28,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;53;52;;;;;;;;;German R/V;GFR;No;1;;2,501214844;;;2,501214844;3;54;53,38;13;28,48;;
V;24183;38G3;24;55;0;13;31,7;54;58,36;13;35,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;48;48;;;;;;;;;German R/V;GFR;No;1;;2,502586979;;;2,839524533;3;54;58,36;13;35,74;;
V;24190;38G3;24;54;55,58;13;40,2;54;55,04;13;35,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;50;48;;;;;;;;;German R/V;GFR;No;1;1;2,501429073;;;2,501429073;3;54;55,04;13;35,95;;
V;24192;38G3;24;54;51,9;13;50,1;54;51,8;13;48,1;54;51,8;13;46;54;51,9;13;43,8;;;;;;;;;;;;;;;;;;;;;;;;;;43;48;48;48;48;;;;;;;Dana;GFR;No;1;1;3,63405953;;;3,63405953;3;54;51,9;13;43,8;;
V;24195;38G3;24;54;57,6;13;59,1;54;57,8;13;57,4;54;58,2;13;55,5;54;58,9;13;53,2;;;;;;;;;;;;;;;;;;;;;;;;;;49;50;50;50;51;;;;;;;Dana;GFR;No;1;1;3,652166749;;;3,652166749;3;54;58,9;13;53,2;;
I;24202;38G4;24;54;53,53;14;6,49;54;53,61;14;2,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;37;38;;;;;;;;;German R/V;DEN;No;1;1;2,502996669;;;2,502996669;3;54;53,61;14;2,14;;
I;24205;38G4;24;54;53,93;14;5,8;54;55;14;6,8;54;54,9;14;7,5;54;54,32;14;10,77;;;;;;;;;;;;;;;;;;;;;;;;;;44;45;45;44;42;;;;;;;Dana;GFR;No;1;;3,596484787;;;3,596484787;3;54;54,32;14;10,77;;
V;24207;38G4;24;54;59,2;14;9,5;54;59,8;14;10,2;55;0,7;14;11,1;55;2;14;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;45;50;49;49;49;;;;;;;Dana;DEN;No;;;3,257957127;;;3,257957127;3;55;2;14;12,4;;
V;24210;39G3;24;55;1,02;13;18,4;55;2,48;13;13,55;55;3,79;13;15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;45;41;41;;;;;;;;S;SWE;No;1;1;4,824880265;;;4,824880265;3;55;3,79;13;15,4;;
I;24211;39G3;24;55;3,89;13;16,5;55;3,92;13;18,41;55;3,94;13;20,41;55;4,02;13;23,23;;;;;;;;;;;;;;;;;;;;;;;;;;42;42;;;;;;;;;;Solea;SWE;No;4;;3,856408728;;;3,856408728;3;55;4,02;13;23,23;;
I;24212;38G3;24;55;0,11;13;23,42;54;58,1;13;17,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;37;49;;;;;;;;;German R/V;GFR;No;1;1;4,026252993;;;4,026252993;3;54;58,1;13;17,34;;
V;24225;39G3;24;55;4,17;13;39,5;55;3,55;13;33,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;49;48;;;;;;;;;German R/V;SWE;No;1;1;3,559075089;;;3,559075089;3;55;3,55;13;33,38;;
V;24228;39G3;24;55;0,57;13;40,37;55;1,06;13;44,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;48;49;;;;;;;;;German R/V;GFR;No;1;;2,502516324;;;2,502516324;3;55;1,06;13;44,65;;
V;24245;39G4;24;55;5,42;14;18,55;55;3,98;14;17,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;55;54;;;;;;;;;German R/V;DEN;No;1;;2,498702551;;;1,505953776;3;55;3,98;14;17,78;;
V;24251;39G4;24;55;5,4;14;33,14;55;7,89;14;33,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;49;46;;;;;;;;;German R/V;DEN;No;1;;2,495905793;;;2,495905793;3;55;7,89;14;33,44;;
V;24252;39G3;24;55;12,47;13;10,47;55;12,49;13;13,05;55;11,6;13;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;42;41;40;;;;;;;;1/1030/ S Trelleborg;SWE;No;;;1,87134186;;;2,810025912;3;55;11,6;13;14,8;;
V;24253;39G3;24;55;11,97;13;22,4;55;10,23;13;22,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;37;38;36;38;;;;;;;Dana;SWE;No;1;1;1,741132995;;;1,741132995;3;55;10,23;13;22,29;;
V;24263;39G3;24;55;16,35;13;44;55;14,95;13;40,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;38;39;;;;;;;;;S;SWE;No;;1;2,497757389;;;2,497757389;3;55;14,95;13;40,37;;
V;24267;39G3;24;55;15,4;13;59,9;55;15,6;13;57,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;;;;;;;S;SWE;No;1;1;2,497502718;;;1,495118085;2;55;15,6;13;57,3;;
V;24275;39G4;24;55;11,91;14;18,7;55;10,55;14;17,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;42;41;;;;;;;;;S;DEN;No;1;1;1,660894082;;;1,660894082;3;55;10,55;14;17,03;;
V;24278;38G5;24;54;46,1;15;0;54;45,3;14;59,3;54;44,8;14;58,9;54;44,5;14;58,7;;;;;;;;;;;;;;;;;;;;;;;;;;58;63;63;63;62;;;;;;;Dana;DEN;No;1;1;1,768338384;;;1,768338384;3;54;44,5;14;58,7;;
V;24280;38G2;24;54;41,32;12;11,83;54;43,27;12;14,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;14;15;;;;;;;;;24005,02;DEN;No;;;2,500848408;;;2,500848408;2;54;43,27;12;14,54;;
V;24281;38G2;24;54;50,68;12;40,73;54;49,23;12;44,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;19;21;;;;;;;;;24018,02;DEN;No;;;2,501942169;;;2,501942169;2;54;49,23;12;44,27;;
V;24282;38G2;24;54;38,42;12;10,53;54;36,4;12;7,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;20;19;;;;;;;;;24058,04;DEN;No;;1;2,498568166;;;2,498568166;2;54;36,4;12;7,99;;
V;24286;38G4;24;54;41,56;14;39,445;54;41,155;14;38,305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;24162,04;DEN;No;1;1;2,499816898;;;0,773444117;3;54;41,155;14;38,305;;
V;24287;39G4;24;55;2,5;14;13,4;55;1,9;14;12,5;55;0,4;14;11,4;55;0;14;10,7;;;;;;;;;;;;;;;;;;;;;;;;;;43;44;44;43;43;;;;;;;Dana;DEN;No;1;1;2,985098971;;;2,985098971;3;55;0;14;10,7;;
V;24288;39G4;24;55;16,22;14;2,36;55;16,12;14;5,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;37;40;;;;;;;;;2// E Ystadkroken;SWE;No;;;1,952377369;;;1,524428061;2;55;16,12;14;5,03;;
V;24289;38G3;24;54;55,9;13;15,5;54;57;13;15,7;54;58;13;15,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;46;47;48;;;;;;;;5/1034/ Y15 (N Rügen);GFR;No;;;2,107630024;;;2,107630024;3;54;58;13;15,6;;
V;24293;38G4;24;54;33,81;14;7,63;54;33,43;14;8,92;54;33,19;14;10,4;54;32,5;14;12,77;;;;;;;;;;;;;;;;;;;;;;;;;;18;18;;;;;;;;;;Solea;GFR;No;4;;3,268314491;;;3,268314491;2;54;32,5;14;12,77;;
V;24294;38G3;24;54;36,77;13;48,48;54;37,63;13;42,78;54;39,08;13;45,27;54;40,62;13;47,55;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;Solea;GFR;No;4;1;7,482200602;;;7,482200602;2;54;40,62;13;47,55;;
V;24295;38G4;24;54;34,564;14;39,402;54;42,144;14;30,342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;28;40;;;;;;;;;German R/V;DEN;No;1;1;9,216711185;;;9,216711185;2;54;42,144;14;30,342;;
V;24296;38G2;24;54;54,48;12;52,222;54;58,534;12;49,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;30;41;;;;;;;;;German R/V;DEN;No;1;1;4,407745757;;;4,407745757;2;54;58,534;12;49,21;;
I;24297;39G2;24;54;59,3;12;54,39;55;4,222;12;55,468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,5;17;32;;;;;;;;;German R/V;DEN;No;;;4,960628809;;;4,960628809;2;55;4,222;12;55,468;;
V;24298;38G2;24;54;55;12;58;54;56;12;59,7;54;56,6;13;0,4;54;57;13;1;;;;;;;;;;;;;;;;;;;;;;;;;;36,13333333;34,8;37;36,6;36,4;;;;;;;Dana;DEN;No;;;2,648233881;;;2,648233881;2;54;57;13;1;;
V;24300;38G4;24;54;51,74;14;47,68;54;50,88;14;46,59;54;50,17;14;44,89;54;49,08;14;43,4;;;;;;;;;;;;;;;;;;;;;;;;;;39;39;;;;;;;;;;Solea;DEN;No;4;1;3,661220082;;;3,661220082;2;54;49,08;14;43,4;;
V;24301;39G3;24;55;3,36;13;38,36;55;3,24;13;40,528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;48;46;;;;;;;;;German R/V;SWE;No;;;1,247592889;;;1,247592889;2;55;3,24;13;40,528;;
V;24303;39G3;24;55;18,83;13;55,94;55;19;13;51,08;55;18,6;13;47,75;55;18,18;13;54,7;;;;;;;;;;;;;;;;;;;;;;;;;;34;32;34;36;34;;;;;;;SIN18 Vingarö Aug 98;SWE;No;1;1;8,685750811;;;8,685750811;2;55;18,18;13;54,7;;
V;24306;38G3;24;54;42,582;13;47,324;54;45,3;13;48,312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;45;36;;;;;;;;;German R/V;GFR;No;1;;2,777221198;;;2,777221198;3;54;45,3;13;48,312;;
V;24307;38G4;24;54;43,56;14;42,5;54;43,05;14;40,61;54;42,38;14;38,52;54;41,59;14;36,13;;;;;;;;;;;;;;;;;;;;;;;;;;52;48;;;;;;;;;;Solea;DEN;No;4;1;4,176710133;;;4,176710133;3;54;41,59;14;36,13;;
V;24309;38G3;24;54;52,3756;13;34,2694;54;54,45;13;34,456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,5;44;51;;;;;;;;;German R/V;GFR;No;;;2,077174374;;;2,077174374;3;54;54,45;13;34,456;;
V;24310;38G3;24;54;59,327;13;52,1836;54;55,4722;13;39,468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,5;50;51;;;;;;;;;German R/V;GFR;No;;1;8,256366441;;;8,256366441;3;54;55,4722;13;39,468;;
V;24311;38G4;24;55;0,88;14;16,4;54;59,75;14;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;46;46;;;;;;;;;German R/V;DEN;No;;;3,666693107;;;1,49245837;3;54;59,75;14;14,7;;
V;24312;39G3;24;55;2,59;13;27,03;55;2,51;13;29,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,33333333;41;41;42;42;42;;;;;;GG253 Port-Said Aug 98;SWE;No;;;10,31258331;;;1,566248847;3;55;2,51;13;29,76;;
V;24313;39G3;24;55;2,3696;13;25,4476;55;2,321;13;28,471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,5;46;49;;;;;;;;;German R/V;SWE;No;;;1,733142497;;;1,733142497;3;55;2,321;13;28,471;;
I;24314;39G3;24;55;5,66;13;32,258;55;5,18;13;49,168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,5;51;50;;;;;;;;;German R/V;SWE;No;;;9,689216646;;;9,689216646;3;55;5,18;13;49,168;;
I;24315;39G3;24;55;4,9;13;43,54;55;4,486;13;46,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;46;50;;;;;;;;;German R/V;SWE;No;;;1,633322533;;;1,633322533;3;55;4,486;13;46,3;;
V;24316;39G4;24;55;9,276;14;3,96;55;10,24;13;57,138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,5;44;39;;;;;;;;;German R/V;SWE;No;;1;4,014520219;;;4,014520219;3;55;10,24;13;57,138;;
V;24317;39G4;24;55;9,471;14;16,2058;55;9,474;14;4,528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,5;39;42;;;;;;;;;German R/V;DEN;No;;1;6,671725796;;;6,671725796;3;55;9,474;14;4,528;;
V;24318;39G4;24;55;8,5658;14;8,3768;55;8,585;14;11,4332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;39;41;;;;;;;;;German R/V;SWE;No;1;;1,74693372;;;1,74693372;3;55;8,585;14;11,4332;;
V;24319;39G4;24;55;5;14;10,2;55;5,7;14;10,9;55;6,6;14;12,3;55;7,4;14;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;50,23333333;50,2;50,6;49,9;49,9;;;;;;;Dana;DEN;No;;;3,649686565;;;3,649686565;3;55;7,4;14;14,8;;
V;24321;39G3;24;55;13,4;13;25,2;55;13,45;13;31,9;55;13,75;13;36,1;55;14,3;13;39,45;;;;;;;;;;;;;;;;;;;;;;;;;;41,4;41,4;41,4;41,4;41,4;;;;;;;VG37 Ekenäs Aug 98;SWE;No;;;8,223801924;;;8,223801924;3;55;14,3;13;39,45;;
V;24323;39G3;24;55;14,9;13;52,1;55;14,95;13;43,65;55;14,5;13;40;55;13,6;13;34,1;;;;;;;;;;;;;;;;;;;;;;;;;;41;39,6;39,6;41,4;41,4;;;;;;;VG37 Ekenäs Aug 98;SWE;No;;1;10,42833665;;;10,42833665;3;55;13,6;13;34,1;;
V;24324;39G3;24;55;9;13;55,9;55;9,02;13;58,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;Solea;SWE;No;1;;;;;1,600122109;3;55;9,02;13;58,7;;
V;24325;38G2;24;54;36,4;12;36,15;54;34,77;12;36,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;Solea;GFR;No;1;;;;;1,63;2;54;34,77;12;36,15;;
V;24328;38G2;24;54;38,39;12;41,08;54;37,62;12;38,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;;;Solea;GFR;No;1;;;;;1,644242736;2;54;37,62;12;38,57;;
V;24329;37G4;24;54;26;14;15,6;54;26;14;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;Solea;GFR;No;1;;;;;1,570454512;2;54;26;14;12,9;;
V;24330;37G4;24;54;26;14;8,8;54;25,9;14;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;Solea;GFR;No;1;;;;;1,515622864;2;54;25,9;14;11,4;;
V;24331;37G4;24;54;25,9;14;4,2;54;24,9;14;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;;;;;;;;Solea;GFR;No;1;;;;;1,490610217;2;54;24,9;14;6,1;;
V;24332;37G4;24;54;22,6;14;11,1;54;23,7;14;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;Solea;GFR;No;1;;;;;1,602000262;2;54;23,7;14;9,1;;
V;24333;37G4;24;54;21,4;14;8,9;54;20,5;14;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;Solea;GFR;No;1;;;;;1,519246202;2;54;20,5;14;11;;
V;24334;37G4;24;54;22;14;18,1;54;23,4;14;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;Solea;GFR;No;1;;;;;1,564763307;2;54;23,4;14;19,3;;
V;24335;37G4;24;54;11,5;14;18,6;54;12,8;14;16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;;;;Solea;GFR;No;1;;;;;1,636694046;2;54;12,8;14;16,9;;
V;24336;38G3;24;54;51,447;13;32,482;54;50,485;13;30,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;47,2;46,8;;;;;;;;;Solea;GFR;No;1;;;;;;3;54;50,485;13;30,46;;
V;25001;37G5;25;54;19,9;15;4,6;54;19,4;15;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;18;13;;;;;;;;;Polish;POL;No;1;;1,707663189;;;1,707663189;1;54;19,4;15;7,4;;
V;25002;38G7;25;54;44,9;17;0;54;46,4;17;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;20;20;;;;;;;;;Polish;POL;No;1;;1,928255619;;;1,928255619;1;54;46,4;17;2,1;;
V;25004;38G6;25;54;52,7;16;38,6;54;53;16;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;19;20;;;;;;;;;German R/V;POL;No;1;;1,412886364;;;1,412886364;2;54;53;16;41;;
V;25006;37G5;25;54;26;15;8,8;54;25,9;15;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;20;34;;;;;;;;;German R/V;POL;No;1;;1,805921899;;;1,805921899;2;54;25,9;15;11,9;;
V;25008;37G5;25;54;23;15;34;54;23;15;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;30;30;;;;;;;;;Polish;POL;No;1;;1,7;;;1,747078365;2;54;23;15;37;;
V;25009;37G5;25;54;22,9;15;47,3;54;23;15;44,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;38;45;;;;;;;;;German R/V;POL;No;1;1;1,866269153;;;1,866269153;2;54;23;15;44,1;;
V;25010;37G6;25;54;26,8;16;5,3;54;28,7;16;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;21;21;;;;;;;;;Polish;POL;No;1;;1,914171772;;;1,914171772;2;54;28,7;16;5,7;;
V;25011;37G6;25;54;24,7;16;3;54;25,3;16;0,1;54;26,1;16;0,9;54;27;16;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;21;21;;;;;;;;;;Solea;POL;No;1;;3,729605655;;;3,729605655;2;54;27;16;1,7;;
V;25013;38G6;25;54;39;16;23,6;54;38;16;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;Baltica;POL;No;1;;1,68;;;1,251378162;2;54;38;16;22,3;;
V;25014;38G6;25;54;41,6;16;38,7;54;41,2;16;36,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;20;20;;;;;;;;;Polish;POL;No;1;;1,499341638;rocky ;;1,499341638;2;54;41,2;16;36,2;;
V;25016;38G6;25;54;44,6;16;49;54;44,5;16;46,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;30;30;;;;;;;;;Polish;POL;No;1;;1,389009345;;;1,389009345;2;54;44,5;16;46,6;;
V;25017;38G6;25;54;44,2;16;52,3;54;43,6;16;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;19;20;;;;;;;;;German R/V;POL;No;1;1;1,457283964;rocky ;;1,457283964;2;54;43,6;16;50;;
V;25022;38G7;25;54;57,4;17;25;54;57,5;17;28;54;57,2;17;30;54;58,4;17;32,2;;;;;;;;;;;;;;;;;;;;;;;;;;28;32;32;;;;;;;;;Polish;POL;No;;;4,654594062;;;4,654594062;2;54;58,4;17;32,2;;
V;25024;38G7;25;54;51;17;28;54;51,39;17;31,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;22;24;;;;;;;;;Polish;POL;No;1;;2,114456006;;;2,114456006;2;54;51,39;17;31,61;;
V;25030;39G7;25;55;29,3;17;27,8;55;29,1;17;26,5;55;29,4;17;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;39;38;;;;;;;;;Dana;POL;No;2;1;1,50639481;;;1,50639481;3;55;29,4;17;25,3;;
V;25038;41G7;25;56;9;17;45;56;8,5;17;40,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;53;50;;;;;;;;;/170/ 13 E N:a Midsjöbanken;SWE;No;1;;2,501632741;;;2,501632741;3;56;8,5;17;40,6;;
V;25039;37G5;25;54;27,5;15;36,3;54;28,8;15;37,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;50;50;;;;;;;;;Polish;POL;No;1;;1,598303948;;;1,598303948;3;54;28,8;15;37,9;;
V;25040;37G5;25;54;27,9;15;46,8;54;29,1;15;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;49;56;;;;;;;;;German R/V;POL;No;2;;1,75331743;;;1,75331743;3;54;29,1;15;49;;
V;25041;37G5;25;54;24,9;15;41;54;25,5;15;41,9;54;26,3;15;43,9;54;26,9;15;45,9;;;;;;;;;;;;;;;;;;;;;;;;;;41;41;;;;;;;;;;Solea;POL;No;1;;3,516911271;;;3,516911271;3;54;26,9;15;45,9;;
V;25042;37G5;25;54;32;16;0;54;26,1;16;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;44;47;;;;;;;;;German R/V;POL;No;1;;3,169445785;;;5,941040851;3;54;26,1;16;1,2;;
V;25046;38G5;25;54;33,4;15;26,4;54;34,8;15;25,4;54;33,6;15;26,2;54;34,4;15;25,4;;;;;;;;;;;;;;;;;;;;;;;;;;59;60;60;59;60;;;;;;;Dana;POL;No;1;1;3,726507765;;;3,726507765;3;54;34,4;15;25,4;;
V;25047;38G5;25;54;37,7;15;31,6;54;35,6;15;35,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;60;60;;;;;;;;;Polish;POL;No;1;;3,041874948;;;3,041874948;4;54;35,6;15;35,4;;
V;25048;38G5;25;54;34,1;15;40,1;54;32,5;15;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;60;60;;;;;;;;;Polish;POL;No;1;1;1,604198348;;;1,604198348;4;54;32,5;15;39,9;;
V;25049;38G5;25;54;32,5;15;46,1;54;33,5;15;49,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;55;36;;;;;;;;;Solea;POL;No;1;;2,159467104;;;2,159467104;3;54;33,5;15;49,4;;
V;25051;38G5;25;54;38,7;15;54,8;54;36,7;15;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;46;46;;;;;;;;;Polish;POL;No;;;2,726063213;;;2,726063213;3;54;36,7;15;58;;
V;25052;38G6;25;54;38,4;16;4,5;54;39;16;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;40;40;;;;;;;;;Polish;POL;No;1;;1,854528022;;;1,566096168;3;54;39;16;7;;
V;25053;38G5;25;54;48,1;15;0,8;54;47,8;15;2,6;54;47,9;15;1,3;54;48,3;14;59,3;;;;;;;;;;;;;;;;;;;;;;;;;;58;59;57;57;56;;;;;;;Dana;DEN;No;1;;3,056390015;;;3,056390015;3;54;48,3;14;59,3;;
V;25054;38G5;25;54;42,9;15;46,7;54;43,2;15;49,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;60;60;;;;;;;;;Polish;POL;No;1;;1,644892053;;;1,644892053;4;54;43,2;15;49,5;;
V;25055;38G5;25;54;49;15;55;54;51;15;58,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;60;60;;;;;;;;;Polish;POL;No;1;;2,759075586;;;2,759075586;4;54;51;15;58,3;;
V;25056;38G5;25;54;44,7;15;57;54;45,8;15;57,3;54;46,8;15;57,6;54;48;15;57,9;;;;;;;;;;;;;;;;;;;;;;;;;;56;56;56;57;58;;;;;;;Dana;POL;No;1;;3,340805743;;;3,340805743;3;54;48;15;57,9;;
V;25059;38G5;25;54;53,6;15;10,4;54;52,4;15;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;German R/V;DEN;No;2;1;4,091580581;;;4,091580581;4;54;52,4;15;3,6;;
V;25060;38G5;25;54;50,3;16;3,1;54;51,7;16;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;57;51;53;52;;;;;;;Dana;POL;No;1;1;1,644921807;;;1,644921807;3;54;51,7;16;4,6;;
V;25061;38G6;25;54;49,5;16;2,1;54;48;16;0,4;54;49,6;16;3,4;54;49;16;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;49;41;43;45;47;;;;;;;Dana;POL;No;1;1;5,106738745;;;5,106738745;3;54;49;16;2,1;;
V;25062;38G6;25;54;56,3;16;14,6;54;55,2;16;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;53;53;;;;;;;;;German R/V;POL;No;;1;1,632780127;;;1,632780127;3;54;55,2;16;12,5;;
V;25064;39G5;25;55;2;15;15;55;3,49;15;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;Dana;DEN;No;2;1;2,498206763;;;2,498206763;4;55;3,49;15;11,5;;
V;25065;39G5;25;55;3,6;15;20,1;55;6,4;15;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;71;47;;;;;;;;;German R/V;DEN;No;1;;3,314885299;;;3,314885299;4;55;6,4;15;23,2;;
V;25066;39G6;25;55;0;16;17;55;1,5;16;19,4;55;2,4;16;20,9;55;2;16;21;;;;;;;;;;;;;;;;;;;;;;;;;;55;56;54;55;57;;;;;;;Dana;POL;No;2;;3,68431646;;;3,68431646;3;55;2;16;21;;
V;25067;39G6;25;55;2,6;16;24;55;2,3;16;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;Polish;POL;No;1;;3,9;;;1,407524592;3;55;2,3;16;21,6;;
