"NrHaul";"Type";"sekvens";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Rec9"
"47";24173;1;47;"38G3";24;54;52.58;13;13.14;3;"GFR";"38G3 7"
"48";24192;1;56;"38G3";24;54;51.9;13;50.1;3;"GFR";"38G3 9"
"49";24205;1;35;"38G4";24;54;53.93;14;5.8;3;"DEN";"38G4 7"
"50";24211;1;36;"39G3";24;55;3.89;13;16.5;3;"SWE";"39G3 1"
"51";24212;1;37;"38G3";24;55;0.11;13;23.42;3;"GFR";"38G3 2"
"52";24267;1;61;"39G3";24;55;15.4;13;59.9;2;"SWE";"39G3 6"
"53";24280;1;46;"38G2";24;54;41.32;12;11.83;2;"DEN";"38G2 4"
"54";24286;1;62;"38G4";24;54;41.56;14;39.445;3;"DEN";"38G4 5"
"55";24300;1;55;"38G4";24;54;51.74;14;47.68;2;"DEN";"38G4 9"
"56";24301;1;60;"39G3";24;55;3.36;13;38.36;2;"SWE";"39G3 2"
"57";24309;1;49;"38G3";24;54;52.3756;13;34.2694;3;"GFR";"38G3 8"
"58";24311;1;58;"38G4";24;55;0.88;14;16.4;3;"DEN";"38G4 1"
"59";24317;1;33;"39G4";24;55;9.471;14;16.2058;3;"DEN";"39G4 1"
"60";24325;1;34;"38G2";24;54;36.4;12;36.15;2;"GFR";"38G2 2"
"61";24328;1;42;"38G2";24;54;38.39;12;41.08;2;"GFR";"38G2 3"
"62";24334;1;39;"37G4";24;54;22;14;18.1;2;"GFR";"37G4 7"
"63";24335;1;31;"37G4";24;54;11.5;14;18.6;2;"GFR";"37G4 4"
"64";25004;3;212;"38G6";25;54;52.7;16;38.6;2;"POL";"38G6 8"
"65";25006;3;128;"37G5";25;54;26;15;8.8;2;"POL";"37G5 7"
"66";25008;3;132;"37G5";25;54;23;15;34;2;"POL";"37G5 8"
"67";25009;3;154;"37G5";25;54;22.9;15;47.3;2;"POL";"37G5 9"
"68";25010;3;158;"37G6";25;54;26.8;16;5.3;2;"POL";"37G6 7"
"69";25011;3;166;"37G6";25;54;24.7;16;3;2;"POL";"37G6 7"
"70";25013;3;167;"38G6";25;54;39;16;23.6;2;"POL";"38G6 2"
"71";25014;3;168;"38G6";25;54;41.6;16;38.7;2;"POL";"38G6 5"
"72";25016;3;171;"38G6";25;54;44.6;16;49;2;"POL";"38G6 6"
"73";25017;3;211;"38G6";25;54;44.2;16;52.3;2;"POL";"38G6 6"
"74";25022;3;213;"38G7";25;54;57.4;17;25;2;"POL";"38G7 8"
"75";25024;3;169;"38G7";25;54;51;17;28;2;"POL";"38G7 8"
"76";25030;1;90;"39G7";25;55;29.3;17;27.8;3;"POL";"39G7 8"
"77";25038;1;76;"41G7";25;56;9;17;45;3;"SWE";"41G7 3"
"78";25039;1;32;"37G5";25;54;27.5;15;36.3;3;"POL";"37G5 8"
"79";25042;1;203;"38G5";25;54;32;16;0;3;"POL";"38G5 1"
"80";25046;1;194;"38G5";25;54;33.4;15;26.4;3;"POL";"38G5 2"
"81";25048;1;232;"38G5";25;54;34.1;15;40.1;4;"POL";"38G5 3"
"82";25051;1;195;"38G5";25;54;38.7;15;54.8;3;"POL";"38G5 3"
"83";25052;1;198;"38G6";25;54;38.4;16;4.5;3;"POL";"38G6 1"
"84";25056;1;196;"38G5";25;54;44.7;15;57;3;"POL";"38G5 6"
"85";25060;1;197;"38G5";25;54;50.3;16;3.1;3;"POL";"38G5 7"
"86";25061;1;199;"38G6";25;54;49.5;16;2.1;3;"POL";"38G6 4"
"87";25062;1;200;"38G6";25;54;56.3;16;14.6;3;"POL";"38G6 7"
"88";25066;1;204;"39G6";25;55;0;16;17;3;"POL";"39G6 1"
"89";25067;1;205;"39G6";25;55;2.6;16;24;3;"POL";"39G6 2"
"90";25080;1;77;"39G6";25;55;24.3;16;44.9;3;"POL";"39G6 9"
"91";25089;1;96;"39G7";25;55;23.4;17;45;4;"POL";"39G7 9"
"92";25100;2;177;"40G5";25;55;38.2;15;6.2;5;"DEN";"40G5 1"
"93";25134;1;68;"40G6";25;55;47.3;16;42;3;"SWE";"40G6 6"
"94";25136;1;75;"40G7";25;55;46.6;17;42;3;"SWE";"40G7 6"
"95";25145;1;70;"40G6";25;55;50.1;16;12.3;3;"SWE";"40G6 7"
"96";25177;1;85;"38G5";25;54;46.3;15;17.3;4;"grey";"38G5 4"
"97";25192;2;175;"38G5";25;54;50;15;36;5;"grey";"38G5 8"
"98";25193;1;89;"38G5";25;54;51;15;41.4;4;"grey";"38G5 9"
"99";25205;1;220;"39G5";25;55;5.6;15;33.1;4;"grey";"39G5 2"
"100";25219;1;94;"39G5";25;55;19.3;15;2.4;4;"DEN";"39G5 4"
"101";25229;1;98;"39G6";25;55;16.7;16;52.3;4;"POL";"39G6 6"
"102";25231;1;100;"39G7";25;55;19.3;17;17.4;4;"POL";"39G7 4"
"103";25235;1;93;"39G4";25;55;29.1;14;46.3;4;"DEN";"39G4 9"
"104";25241;1;97;"39G5";25;55;20.9;15;22.3;4;"DEN";"39G5 8"
"105";25250;1;101;"39G7";25;55;24;17;30.3;4;"POL";"39G7 8"
"106";25274;1;109;"40G5";25;55;32.39;15;33.49;4;"DEN";"40G5 2"
"107";25283;1;78;"40G6";25;55;35.3;16;11.5;4;"SWE";"40G6 1"
"108";25290;1;113;"40G7";25;55;30;17;53.8;4;"POL";"40G7 3"
"109";25292;1;63;"40G4";25;55;41.6;14;50.5;3;"SWE";"40G4 6"
"110";25299;1;112;"40G5";25;55;47;15;56;4;"SWE";"40G5 6"
"111";25302;1;108;"40G6";25;55;42.4;16;10.8;4;"SWE";"40G6 4"
"112";25308;1;221;"40G7";25;55;44.1;17;55.7;4;"POL";"40G7 6"
"113";25322;2;216;"39G5";25;55;3.1;15;42.6;5;"grey";"39G5 3"
"114";25326;2;217;"39G6";25;55;8.1;16;3.6;5;"grey";"39G6 1"
"115";25330;1;202;"39G5";25;55;15.7;15;58.7;3;"DEN";"39G5 6"
"116";25331;2;215;"39G6";25;55;16.1;16;3.9;5;"DEN";"39G6 4"
"117";25339;2;174;"39G7";25;55;15.5;17;25.5;5;"POL";"39G7 5"
"118";25342;2;182;"39G5";25;55;26.7;15;32.5;5;"DEN";"39G5 8"
"119";25344;2;191;"39G5";25;55;27.4;15;56.2;5;"DEN";"39G5 9"
"120";25359;1;67;"40G6";25;55;48.5;16;31.9;3;"SWE";"40G6 5"
"121";25364;3;170;"38G7";25;54;59.8;17;28;2;"POL";"38G7 8"
"122";25380;1;74;"40G7";25;55;38.5;17;37.8;3;"POL";"40G7 2"
"123";25389;1;69;"40G6";25;55;35.41;16;39.65;3;"SWE";"40G6 2"
"124";25394;1;103;"38G5";25;54;39.4;15;9.08;4;"grey";"38G5 1"
"125";25399;1;66;"40G5";25;55;52.79;15;42.88;3;"SWE";"40G5 9"
"126";25401;3;218;"40G4";25;55;42.15;14;22.21;2;"SWE";"40G4 5"
"127";25404;1;65;"40G5";25;55;49.6;15;26.4;3;"SWE";"40G5 5"
"128";25409;1;92;"40G5";25;55;47.9;15;57.8;3;"SWE";"40G5 6"
"129";25418;3;179;"40G4";25;55;42.4;14;22.5;2;"SWE";"40G4 5"
"130";25419;3;183;"40G4";25;55;41.5;14;22.35;2;"SWE";"40G4 5"
"131";25426;1;64;"40G5";25;55;49.1;15;15.6;3;"SWE";"40G5 4"
"132";25432;1;71;"40G6";25;55;50.2;16;23.2;3;"SWE";"40G6 8"
"133";25439;1;99;"40G4";25;55;35.9;14;33.6;4;"SWE";"40G4 2"
"134";25445;1;107;"40G5";25;55;35.66;15;13.13;4;"DEN";"40G5 1"
"135";25447;2;186;"40G5";25;55;34.67;15;3.8;5;"DEN";"40G5 1"
"136";25449;1;102;"40G4";25;55;27.6;14;43.8;4;"DEN";"40G4 9"
"137";25451;2;172;"39G6";25;55;17.2;16;1.2;5;"DEN";"39G6 4"
"138";25452;2;185;"39G5";25;55;22.4;15;15.6;5;"DEN";"39G5 7"
"139";25455;3;173;"39G7";25;55;27.4;17;17;2;"POL";"39G7 7"
"140";25500;1;86;"39G4";25;55;28.42;14;39.32;4;"SWE";"39G4 8"
"141";25502;1;201;"39G4";25;55;27.5;14;28.1;3;"SWE";"39G4 8"
"142";25503;2;214;"38G6";25;55;9.7;16;3.4;5;"grey";"38G6 1"
"143";25504;1;222;"41G7";25;56;4.648;17;46.153;4;"SWE";"41G7 3"
"144";25506;2;178;"39G5";25;55;28.074;15;57.014;5;"DEN";"39G5 9"
"145";25508;2;189;"39G6";25;55;18.02;16;1.13;5;"DEN";"39G6 4"
"146";25509;1;110;"40G6";25;55;43.78;16;41;4;"SWE";"40G6 6"
"147";26011;1;88;"41H0";26;56;5.4;20;32.8;2;"LAT";"41H0 2"
"148";26014;1;91;"38G9";26;54;26.1;19;3.9;3;"POL";"38G9 7"
"149";26022;1;82;"39H0";26;55;5.9;20;4.3;3;"RUS";"39H0 1"
"150";26024;1;225;"39H0";26;55;10.4;20;0;4;"RUS";"39H0 4"
"151";26025;1;208;"39H0";26;55;12.4;20;9.8;3;"RUS";"39H0 4"
"152";26027;1;80;"40H0";26;55;47.4;20;23.2;3;"LTU";"40H0 5"
"153";26030;1;79;"41G9";26;56;7.8;19;51;3;"LAT";"41G9 3"
"154";26032;1;210;"41G8";26;56;22;18;30.8;3;"SWE";"41G8 8"
"155";26036;1;104;"38G9";26;54;49.3;19;38.9;4;"RUS";"38G9 5"
"156";26039;1;233;"39G9";26;55;0.6;19;40.4;4;"RUS";"39G9 3"
"157";26048;1;228;"39H0";26;55;28.4;20;3.4;4;"RUS";"39H0 7"
"158";26050;1;207;"40G8";26;55;38.3;18;3.6;4;"POL";"40G8 1"
"159";26052;1;72;"40H0";26;55;30.4;20;36.6;4;"LTU";"40H0 2"
"160";26055;1;95;"40G8";26;55;48;18;8;4;"POL";"40G8 4"
"161";26073;1;114;"41G9";26;56;15;19;39;4;"LAT";"41G9 5"
"162";26084;1;111;"38G9";26;54;40.8;19;29;5;"RUS";"38G9 5"
"163";26087;1;231;"38G8";26;54;53;18;54;5;"POL";"38G8 9"
"164";26089;1;122;"38G9";26;54;56.9;19;34.3;5;"RUS";"38G9 8"
"165";26096;1;127;"39G9";26;55;10.5;19;26.3;5;"RUS";"39G9 5"
"166";26097;1;105;"39G9";26;55;21.4;19;55.6;4;"RUS";"39G9 9"
"167";26106;1;137;"39G8";26;55;26.5;18;55.5;5;"POL";"39G8 9"
"168";26109;1;131;"39G9";26;55;22.2;19;29.8;5;"RUS";"39G9 8"
"169";26111;1;133;"40G9";26;55;35;19;2.5;5;"RUS";"40G9 1"
"170";26130;1;141;"39G9";26;54;48.1;19;21.9;6;"RUS";"39G9 5"
"171";26134;1;84;"40H0";26;55;57.08;20;28.61;2;"LTU";"40H0 8"
"172";26138;1;143;"40G8";26;55;52.8;18;49;6;"POL";"40G8 9"
"173";26141;1;146;"41G8";26;56;19;18;40;6;"SWE";"41G8 6"
"174";26144;1;147;"41G9";26;56;22;19;29;6;"LAT";"41G9 8"
"175";26147;1;126;"39G9";26;55;2;19;29;5;"RUS";"39G9 2"
"176";26150;1;230;"39H0";26;55;3.5;20;33.5;2;"RUS";"39H0 2"
"177";26156;1;135;"40G9";26;55;35.5;19;50.7;5;"RUS";"40G9 3"
"178";26158;1;223;"40H0";26;55;51.7;20;6.2;4;"LTU";"40H0 7"
"179";26160;1;138;"41H0";26;56;28.2;20;6.4;5;"LAT";"41H0 7"
"180";26166;1;125;"39G8";26;55;22.3;18;25.6;5;"POL";"39G8 8"
"181";26169;1;227;"38G8";26;54;46.3;18;41.5;2;"POL";"38G8 6"
"182";26182;1;106;"39G8";26;55;2.8;18;18.7;4;"POL";"39G8 1"
"183";26199;1;152;"41G9";26;56;22.8;19;42.4;6;"LAT";"41G9 9"
"184";26209;1;144;"41G9";26;56;18;19;31.5;6;"LAT";"41G9 5"
"185";26221;1;140;"40G8";26;55;55.2;18;35.21;6;"SWE";"40G8 8"
"186";26224;1;206;"41G8";26;56;22.01;18;26.8;2;"SWE";"41G8 8"
"187";26225;1;209;"41G8";26;56;18.8;18;23.29;3;"SWE";"41G8 5"
"188";26263;1;73;"37G8";26;54;23.7;18;59.5;2;"POL";"37G8 9"
"189";26266;1;224;"38G8";26;54;48.2;18;32.9;2;"POL";"38G8 5"
"190";26267;1;83;"38G8";26;54;54.6;18;36.1;3;"POL";"38G8 8"
"191";26269;1;226;"38G9";26;54;36.7;19;9.2;5;"POL";"38G9 1"
"192";26273;1;124;"39G8";26;55;7.9;18;43.4;5;"POL";"39G8 3"
"193";26274;1;229;"38G8";26;54;53.8;18;10.2;2;"POL";"38G8 7"
"194";26275;1;81;"41G8";26;56;0.4;18;8.8;3;"SWE";"41G8 1"
"195";26280;1;87;"37G8";26;54;29.6;18;53.4;4;"POL";"37G8 9"
"196";26286;1;130;"40G8";26;55;37.6;18;32.2;5;"POL";"40G8 2"
"197";26291;1;139;"38G9";26;54;49.8;19;20.4;6;"RUS";"38G9 5"
"198";27001;1;136;"43G6";27;57;23.06;16;53.08;3;"SWE";"43G6 9"
"199";27003;1;150;"43G7";27;57;24.8;17;1.5;3;"SWE";"43G7 7"
"200";27004;1;153;"42G6";27;56;31.6;16;55;4;"SWE";"42G6 3"
"201";27011;1;120;"43G7";27;57;27.5;17;32.8;4;"SWE";"43G7 8"
"202";27013;3;184;"43G7";27;57;2.4;17;52.4;5;"SWE";"43G7 3"
"203";27014;3;187;"44G7";27;57;37;17;6.05;5;"SWE";"44G7 1"
"204";27015;3;190;"44G8";27;57;49;18;7;5;"SWE";"44G8 4"
"205";27022;1;155;"42G6";27;56;42.2;16;59.1;4;"SWE";"42G6 6"
"206";27025;1;159;"43G7";27;57;26.9;17;6.3;4;"SWE";"43G7 7"
"207";28001;1;162;"42H0";28;56;40.4;20;44.8;3;"LAT";"42H0 6"
"208";28009;3;181;"43H1";28;57;24.2;21;20.7;2;"LAT";"43H1 8"
"209";28031;1;157;"42H0";28;56;33.8;20;25.5;4;"LAT";"42H0 2"
"210";28042;1;165;"43H0";28;57;7.8;20;43.6;4;"LAT";"43H0 3"
"211";28053;1;163;"44G9";28;57;32.1;19;17.5;4;"SWE";"44G9 1"
"212";28061;1;129;"45H1";28;58;27.8;21;34.6;4;"EST";"45H1 8"
"213";28075;1;123;"43H0";28;57;12.3;20;40.4;5;"LAT";"43H0 6"
"214";28078;1;148;"45G9";28;58;3.4;19;27.9;5;"SWE";"45G9 2"
"215";28093;3;176;"43H1";28;57;29.3;21;26.2;2;"LAT";"43H1 8"
"216";28098;1;115;"43G9";28;57;20.2;19;8.1;5;"SWE";"43G9 7"
"217";28101;1;149;"43G8";28;57;2.4;18;49.2;4;"SWE";"43G8 3"
"218";28103;1;117;"43G9";28;57;19.8;19;5.1;4;"SWE";"43G9 4"
"219";28121;1;119;"43H1";28;57;22.11;21;15.57;3;"LAT";"43H1 7"
"220";28132;1;151;"43H1";28;57;13.8;21;9.4;3;"LAT";"43H1 4"
"221";28136;3;188;"43H1";28;57;1.86;21;5.66;2;"LAT";"43H1 1"
"222";28138;3;180;"43H1";28;57;4.05;21;7.77;2;"LAT";"43H1 1"
"223";28157;3;192;"42H0";28;56;39.38;20;45.92;2;"LAT";"42H0 3"
"224";28161;3;219;"42H0";28;56;38.1;20;43.9;2;"LAT";"42H0 3"
"225";28162;1;161;"42H0";28;56;39.99;20;42.4;3;"LAT";"42H0 3"
"226";28165;1;116;"43H0";28;57;7.18;20;39.42;5;"LAT";"43H0 2"
"227";28177;1;164;"43G8";28;57;11.07;18;48.65;3;"SWE";"43G8 6"
"228";28178;1;160;"44H1";28;57;31;21;6.3;4;"LAT";"44H1 1"
"229";28181;1;134;"43G9";28;57;21.64;19;5.28;4;"SWE";"43G9 7"
"230";28182;1;145;"44G9";28;57;46.71;19;28.85;5;"SWE";"44G9 5"
"231";28186;1;142;"44G9";28;57;43.06;19;10.32;3;"SWE";"44G9 4"
"232";28187;1;156;"44G9";28;57;39.84;19;7.77;3;"SWE";"44G9 1"
"233";28191;1;121;"45H1";28;58;1.6;21;5.9;4;"EST";"45H1 1"
