"NrHaul";"RectangleAlpha";"ICES.SD";"Latitude1_deg";"Latitude1_dec_min";"Longitude1_deg";"Longitude1_dec_min";"Layer";"EEZ";"Latitude1_deg_dec";"Longitude1_deg_dec";"codstock";"country"
"32";22137;"38G22";22;54;42.9;10;44.9;2;"DEN";54.715;10.7483333333333;"21-24";"DEN (SD 21-24)"
"33";22140;"38G25";22;54;25.9;11;37;2;"DEN";54.4316666666667;11.6166666666667;"21-24";"DEN (SD 21-24)"
"34";22141;"38G26";22;54;14.4;11;25.3;2;"GFR";54.24;11.4216666666667;"21-24";"GFR (SD 21-24)"
"35";22142;"38G27";22;54;15.9;11;30.1;2;"GFR";54.265;11.5016666666667;"21-24";"GFR (SD 21-24)"
"36";22145;"38G30";22;54;17.9;11;31.6;2;"GFR";54.2983333333333;11.5266666666667;"21-24";"GFR (SD 21-24)"
"37";24002;"37G2";24;54;26.48;12;20.88;2;"GFR";54.4413333333333;12.348;"21-24";"GFR (SD 21-24)"
"38";24004;"37G2";24;54;29;14;45.2;2;"POL";54.4833333333333;14.7533333333333;"21-24";"GFR (SD 21-24)"
"39";24005;"37G3";24;54;39.6;12;11.2;2;"DEN";54.66;12.1866666666667;"21-24";"GFR (SD 21-24)"
"40";24008;"37G4";24;54;30.01;13;58.73;2;"GFR";54.5001666666667;13.9788333333333;"21-24";"GFR (SD 21-24)"
"41";24011;"37G4";24;54;31.63;14;18.57;2;"GFR";54.5271666666667;14.3095;"21-24";"GFR (SD 21-24)"
"42";24017;"38G2";24;54;52.97;12;36.41;2;"DEN";54.8828333333333;12.6068333333333;"21-24";"GFR (SD 21-24)"
"43";24046;"38G2";24;54;40.2;14;30.7;2;"DEN";54.67;14.5116666666667;"21-24";"GFR (SD 21-24)"
"44";24055;"38G2";24;54;34.16;14;43.13;2;"grey";54.5693333333333;14.7188333333333;"21-24";"DEN (SD 25-32)"
"45";24063;"38G3";24;54;42.6;13;9;2;"GFR";54.71;13.15;"21-24";"GFR (SD 21-24)"
"46";24066;"38G4";24;54;44.6;13;20.22;2;"GFR";54.7433333333333;13.337;"21-24";"GFR (SD 21-24)"
"47";24071;"38G4";24;54;45.5;13;55.22;3;"GFR";54.7583333333333;13.9203333333333;"21-24";"GFR (SD 21-24)"
"48";24078;"38G4";24;54;41.59;14;7.13;2;"GFR";54.6931666666667;14.1188333333333;"21-24";"GFR (SD 21-24)"
"49";24085;"38G2";24;54;47.53;14;41.5;3;"DEN";54.7921666666667;14.6916666666667;"21-24";"GFR (SD 21-24)"
"50";24086;"38G2";24;54;59.23;12;40.34;2;"DEN";54.9871666666667;12.6723333333333;"21-24";"GFR (SD 21-24)"
"51";24089;"38G3";24;54;54.1254;12;54;3;"DEN";54.90209;12.9;"21-24";"GFR (SD 21-24)"
"52";24093;"38G3";24;55;5.9;12;47.2;2;"DEN";55.0983333333333;12.7866666666667;"21-24";"GFR (SD 21-24)"
"53";24101;"38G4";24;55;6.87;13;52.47;3;"SWE";55.1145;13.8745;"21-24";"GFR (SD 21-24)"
"54";24125;"38G4";24;55;15.71;13;57.57;2;"SWE";55.2618333333333;13.9595;"21-24";"GFR (SD 21-24)"
"55";24142;"38G2";24;55;16.4;14;5;2;"SWE";55.2733333333333;14.0833333333333;"21-24";"GFR (SD 21-24)"
"56";24150;"38G2";24;54;36.77;14;46.61;3;"grey";54.6128333333333;14.7768333333333;"21-24";"DEN (SD 25-32)"
"57";24161;"39G2";24;54;46.2;13;58.3;3;"GFR";54.77;13.9716666666667;"21-24";"GFR (SD 21-24)"
"58";24164;"39G3";24;54;40.17;14;40.29;3;"DEN";54.6695;14.6715;"21-24";"GFR (SD 21-24)"
"59";24173;"39G3";24;54;52.58;13;13.14;3;"GFR";54.8763333333333;13.219;"21-24";"GFR (SD 21-24)"
"60";24183;"39G4";24;55;0;13;31.7;3;"GFR";55;13.5283333333333;"21-24";"GFR (SD 21-24)"
"61";24207;"38G3";24;54;59.2;14;9.5;3;"DEN";54.9866666666667;14.1583333333333;"21-24";"GFR (SD 21-24)"
"62";24228;"38G3";24;55;0.57;13;40.37;3;"GFR";55.0095;13.6728333333333;"21-24";"GFR (SD 21-24)"
"63";24251;"38G4";24;55;5.4;14;33.14;3;"DEN";55.09;14.5523333333333;"21-24";"GFR (SD 21-24)"
"64";24252;"38G4";24;55;12.47;13;10.47;3;"SWE";55.2078333333333;13.1745;"21-24";"GFR (SD 21-24)"
"65";24267;"38G5";24;55;15.4;13;59.9;2;"SWE";55.2566666666667;13.9983333333333;"21-24";"GFR (SD 21-24)"
"66";24278;"38G3";24;54;46.1;15;0;3;"grey";54.7683333333333;15;"21-24";"DEN (SD 25-32)"
"67";24281;"38G3";24;54;50.68;12;40.73;2;"DEN";54.8446666666667;12.6788333333333;"21-24";"GFR (SD 21-24)"
"68";24282;"38G3";24;54;38.42;12;10.53;2;"DEN";54.6403333333333;12.1755;"21-24";"GFR (SD 21-24)"
"69";24295;"38G4";24;54;34.564;14;39.402;2;"DEN";54.5760666666667;14.6567;"21-24";"GFR (SD 21-24)"
"70";24300;"39G3";24;54;51.74;14;47.68;2;"DEN";54.8623333333333;14.7946666666667;"21-24";"GFR (SD 21-24)"
"71";24301;"39G3";24;55;3.36;13;38.36;2;"SWE";55.056;13.6393333333333;"21-24";"GFR (SD 21-24)"
"72";24303;"39G3";24;55;18.83;13;55.94;2;"SWE";55.3138333333333;13.9323333333333;"21-24";"GFR (SD 21-24)"
"73";24311;"39G3";24;55;0.88;14;16.4;3;"DEN";55.0146666666667;14.2733333333333;"21-24";"GFR (SD 21-24)"
"74";24313;"39G3";24;55;2.3696;13;25.4476;3;"SWE";55.0394933333333;13.4241266666667;"21-24";"GFR (SD 21-24)"
"75";24321;"39G4";24;55;13.4;13;25.2;3;"SWE";55.2233333333333;13.42;"21-24";"GFR (SD 21-24)"
"76";24325;"39G4";24;54;36.4;12;36.15;2;"GFR";54.6066666666667;12.6025;"21-24";"GFR (SD 21-24)"
"77";24328;"39G4";24;54;38.39;12;41.08;2;"GFR";54.6398333333333;12.6846666666667;"21-24";"GFR (SD 21-24)"
"78";24332;"39G3";24;54;22.6;14;11.1;2;"GFR";54.3766666666667;14.185;"21-24";"GFR (SD 21-24)"
"79";24335;"39G4";24;54;11.5;14;18.6;2;"GFR";54.1916666666667;14.31;"21-24";"GFR (SD 21-24)"
"80";24336;"39G5";24;54;51.447;13;32.482;3;"GFR";54.85745;13.5413666666667;"21-24";"DEN (SD 25-32)"
"81";25004;"37G5";25;54;52.7;16;38.6;2;"POL";54.8783333333333;16.6433333333333;"25-32";"POL (SD 25-32)"
"82";25006;"37G5";25;54;26;15;8.8;2;"POL";54.4333333333333;15.1466666666667;"25-32";"POL (SD 25-32)"
"83";25008;"37G5";25;54;23;15;34;2;"POL";54.3833333333333;15.5666666666667;"25-32";"POL (SD 25-32)"
"84";25009;"37G6";25;54;22.9;15;47.3;2;"POL";54.3816666666667;15.7883333333333;"25-32";"POL (SD 25-32)"
"85";25010;"37G6";25;54;26.8;16;5.3;2;"POL";54.4466666666667;16.0883333333333;"25-32";"POL (SD 25-32)"
"86";25011;"38G6";25;54;24.7;16;3;2;"POL";54.4116666666667;16.05;"25-32";"POL (SD 25-32)"
"87";25013;"38G6";25;54;39;16;23.6;2;"POL";54.65;16.3933333333333;"25-32";"POL (SD 25-32)"
"88";25014;"38G6";25;54;41.6;16;38.7;2;"POL";54.6933333333333;16.645;"25-32";"POL (SD 25-32)"
"89";25016;"38G6";25;54;44.6;16;49;2;"POL";54.7433333333333;16.8166666666667;"25-32";"POL (SD 25-32)"
"90";25017;"38G6";25;54;44.2;16;52.3;2;"POL";54.7366666666667;16.8716666666667;"25-32";"POL (SD 25-32)"
"91";25022;"38G7";25;54;57.4;17;25;2;"POL";54.9566666666667;17.4166666666667;"25-32";"POL (SD 25-32)"
"92";25024;"38G7";25;54;51;17;28;2;"POL";54.85;17.4666666666667;"25-32";"POL (SD 25-32)"
"93";25038;"39G7";25;56;9;17;45;3;"SWE";56.15;17.75;"25-32";"SWE (SD 25-32)"
"94";25040;"40G4";25;54;27.9;15;46.8;3;"POL";54.465;15.78;"25-32";"POL (SD 25-32)"
"95";25042;"37G5";25;54;32;16;0;3;"POL";54.5333333333333;16;"25-32";"POL (SD 25-32)"
"96";25047;"37G5";25;54;37.7;15;31.6;4;"POL";54.6283333333333;15.5266666666667;"25-32";"POL (SD 25-32)"
"97";25051;"38G5";25;54;38.7;15;54.8;3;"POL";54.645;15.9133333333333;"25-32";"POL (SD 25-32)"
"98";25052;"38G5";25;54;38.4;16;4.5;3;"POL";54.64;16.075;"25-32";"POL (SD 25-32)"
"99";25054;"38G5";25;54;42.9;15;46.7;4;"POL";54.715;15.7783333333333;"25-32";"POL (SD 25-32)"
"100";25056;"38G6";25;54;44.7;15;57;3;"POL";54.745;15.95;"25-32";"POL (SD 25-32)"
"101";25061;"38G6";25;54;49.5;16;2.1;3;"POL";54.825;16.035;"25-32";"POL (SD 25-32)"
"102";25062;"39G6";25;54;56.3;16;14.6;3;"POL";54.9383333333333;16.2433333333333;"25-32";"POL (SD 25-32)"
"103";25066;"39G4";25;55;0;16;17;3;"POL";55;16.2833333333333;"25-32";"POL (SD 25-32)"
"104";25067;"39G4";25;55;2.6;16;24;3;"POL";55.0433333333333;16.4;"25-32";"POL (SD 25-32)"
"105";25076;"39G6";25;55;21.1;15;4.4;4;"DEN";55.3516666666667;15.0733333333333;"25-32";"DEN (SD 25-32)"
"106";25089;"40G7";25;55;23.4;17;45;4;"POL";55.39;17.75;"25-32";"DEN (SD 25-32)"
"107";25100;"40G4";25;55;38.2;15;6.2;5;"DEN";55.6366666666667;15.1033333333333;"25-32";"DEN (SD 25-32)"
"108";25136;"40G4";25;55;46.6;17;42;3;"SWE";55.7766666666667;17.7;"25-32";"SWE (SD 25-32)"
"109";25162;"40G5";25;55;58;17;46;4;"SWE";55.9666666666667;17.7666666666667;"25-32";"SWE (SD 25-32)"
"110";25173;"40G6";25;54;40.9;15;37.6;4;"grey";54.6816666666667;15.6266666666667;"25-32";"DEN (SD 25-32)"
"111";25181;"40G5";25;54;49.2;15;54.5;4;"POL";54.82;15.9083333333333;"25-32";"POL (SD 25-32)"
"112";25190;"40G5";25;54;57;15;31;4;"grey";54.95;15.5166666666667;"25-32";"DEN (SD 25-32)"
"113";25192;"40G5";25;54;50;15;36;5;"grey";54.8333333333333;15.6;"25-32";"DEN (SD 25-32)"
"114";25232;"38G5";25;55;18.7;17;20;4;"POL";55.3116666666667;17.3333333333333;"25-32";"POL (SD 25-32)"
"115";25274;"38G5";25;55;31.3;15;31.3;5;"DEN";55.5216666666667;15.5216666666667;"25-32";"DEN (SD 25-32)"
"116";25286;"39G5";25;55;34.9;16;26.1;4;"SWE";55.5816666666667;16.435;"25-32";"DEN (SD 25-32)"
"117";25292;"39G5";25;55;45.885;15;23.788;3;"SWE";55.76475;15.3964666666667;"25-32";"DEN (SD 25-32)"
"118";25302;"39G4";25;55;42.4;16;10.8;4;"SWE";55.7066666666667;16.18;"25-32";"SWE (SD 25-32)"
"119";25308;"39G5";25;55;44.1;17;55.7;4;"POL";55.735;17.9283333333333;"25-32";"DEN (SD 25-32)"
"120";25311;"39G6";25;56;2;17;43;4;"SWE";56.0333333333333;17.7166666666667;"25-32";"SWE (SD 25-32)"
"121";25321;"40G4";25;55;5.4;15;36;4;"grey";55.09;15.6;"25-32";"DEN (SD 25-32)"
"122";25322;"39G5";25;55;3.1;15;42.6;5;"grey";55.0516666666667;15.71;"25-32";"DEN (SD 25-32)"
"123";25330;"39G5";25;55;15.7;15;58.7;5;"DEN";55.2616666666667;15.9783333333333;"25-32";"DEN (SD 25-32)"
"124";25331;"39G6";25;55;16.1;16;3.9;5;"DEN";55.2683333333333;16.065;"25-32";"DEN (SD 25-32)"
"125";25339;"39G6";25;55;15.5;17;25.5;5;"POL";55.2583333333333;17.425;"25-32";"POL (SD 25-32)"
"126";25344;"39G7";25;55;27.4;15;56.2;5;"DEN";55.4566666666667;15.9366666666667;"25-32";"DEN (SD 25-32)"
"127";25347;"39G7";25;55;50.1;15;56.77;3;"SWE";55.835;15.9461666666667;"25-32";"SWE (SD 25-32)"
"128";25359;"39G7";25;55;48.5;16;31.9;3;"SWE";55.8083333333333;16.5316666666667;"25-32";"SWE (SD 25-32)"
"129";25364;"39G7";25;54;59.8;17;28;2;"POL";54.9966666666667;17.4666666666667;"25-32";"POL (SD 25-32)"
"130";25380;"39G7";25;55;38.5;17;37.8;3;"POL";55.6416666666667;17.63;"25-32";"POL (SD 25-32)"
"131";25387;"39G7";25;55;24.54;14;30.28;3;"SWE";55.409;14.5046666666667;"25-32";"SWE (SD 25-32)"
"132";25389;"40G4";25;55;35.41;16;39.65;3;"SWE";55.5901666666667;16.6608333333333;"25-32";"SWE (SD 25-32)"
"133";25394;"40G4";25;54;39.4;15;9.08;4;"grey";54.6566666666667;15.1513333333333;"25-32";"DEN (SD 25-32)"
"134";25401;"40G4";25;55;42.15;14;22.21;2;"SWE";55.7025;14.3701666666667;"25-32";"SWE (SD 25-32)"
"135";25403;"40G4";25;55;51.93;16;26.14;3;"SWE";55.8655;16.4356666666667;"25-32";"SWE (SD 25-32)"
"136";25413;"40G5";25;55;50.1;15;56.8;3;"SWE";55.835;15.9466666666667;"25-32";"SWE (SD 25-32)"
"137";25416;"40G5";25;55;41.56;14;22.75;3;"SWE";55.6926666666667;14.3791666666667;"25-32";"SWE (SD 25-32)"
"138";25418;"40G6";25;55;42.4;14;22.5;2;"SWE";55.7066666666667;14.375;"25-32";"DEN (SD 25-32)"
"139";25419;"40G6";25;55;41.5;14;22.35;2;"SWE";55.6916666666667;14.3725;"25-32";"DEN (SD 25-32)"
"140";25422;"40G7";25;55;41.8;14;24.6;3;"SWE";55.6966666666667;14.41;"25-32";"DEN (SD 25-32)"
"141";25425;"40G5";25;55;42.55;14;51;3;"SWE";55.7091666666667;14.85;"25-32";"SWE (SD 25-32)"
"142";25426;"40G5";25;55;49.1;15;15.6;3;"SWE";55.8183333333333;15.26;"25-32";"SWE (SD 25-32)"
"143";25429;"40G5";25;55;57.91;15;24.6;3;"SWE";55.9651666666667;15.41;"25-32";"SWE (SD 25-32)"
"144";25431;"40G6";25;55;52.2;16;1.1;3;"SWE";55.87;16.0183333333333;"25-32";"DEN (SD 25-32)"
"145";25433;"40G6";25;54;50.3;15;27.3;4;"grey";54.8383333333333;15.455;"25-32";"DEN (SD 25-32)"
"146";25438;"40G6";25;55;37.8;14;39.6;4;"SWE";55.63;14.66;"25-32";"DEN (SD 25-32)"
"147";25446;"40G7";25;55;32.68;15;15.36;4;"DEN";55.5446666666667;15.256;"25-32";"DEN (SD 25-32)"
"148";25447;"41G7";25;55;34.67;15;3.8;5;"DEN";55.5778333333333;15.0633333333333;"25-32";"DEN (SD 25-32)"
"149";25448;"41G7";25;55;38.55;14;44.19;4;"SWE";55.6425;14.7365;"25-32";"DEN (SD 25-32)"
"150";25449;"41G7";25;55;27.6;14;43.8;4;"DEN";55.46;14.73;"25-32";"DEN (SD 25-32)"
"151";25450;"41G7";25;55;40.6;16;32.3;4;"SWE";55.6766666666667;16.5383333333333;"25-32";"DEN (SD 25-32)"
"152";25452;"41G6";25;55;22.4;15;15.6;5;"DEN";55.3733333333333;15.26;"25-32";"DEN (SD 25-32)"
"153";25455;"41G6";25;55;27.4;17;17;2;"POL";55.4566666666667;17.2833333333333;"25-32";"POL (SD 25-32)"
"154";25456;"41G6";25;55;23.3;17;6.7;4;"POL";55.3883333333333;17.1116666666667;"25-32";"POL (SD 25-32)"
"155";25461;"39G5";25;56;4.05;17;21.87;3;"SWE";56.0675;17.3645;"25-32";"DEN (SD 25-32)"
"156";25462;"39G6";25;55;45.979;16;41.02;3;"SWE";55.7663166666667;16.6836666666667;"25-32";"SWE (SD 25-32)"
"157";25463;"38G6";25;55;14.2;17;18.2;5;"POL";55.2366666666667;17.3033333333333;"25-32";"POL (SD 25-32)"
"158";25500;"39G6";25;55;28.42;14;39.32;4;"SWE";55.4736666666667;14.6553333333333;"25-32";"SWE (SD 25-32)"
"159";25502;"39G6";25;55;27.5;14;28.1;3;"SWE";55.4583333333333;14.4683333333333;"25-32";"SWE (SD 25-32)"
"160";25503;"39G7";25;55;9.358;16;3.988;5;"grey";55.1559666666667;16.0664666666667;"25-32";"DEN (SD 25-32)"
"161";25505;"39G5";25;55;43.552;16;40.632;3;"SWE";55.7258666666667;16.6772;"25-32";"DEN (SD 25-32)"
"162";25506;"39G5";25;55;28.074;15;57.014;5;"DEN";55.4679;15.9502333333333;"25-32";"DEN (SD 25-32)"
"163";25507;"39G5";25;55;39.285;15;47.099;4;"SWE";55.65475;15.7849833333333;"25-32";"DEN (SD 25-32)"
"164";25508;"39G5";25;55;18.02;16;1.13;5;"DEN";55.3003333333333;16.0188333333333;"25-32";"DEN (SD 25-32)"
"165";25512;"40G6";25;56;5.321;17;50.755;4;"SWE";56.0886833333333;17.8459166666667;"25-32";"DEN (SD 25-32)"
"166";26001;"37G8";26;54;22.9;19;14.4;2;"POL";54.3816666666667;19.24;"25-32";"POL (SD 25-32)"
"167";26007;"37G9";26;54;51.5;18;34;2;"POL";54.8583333333333;18.5666666666667;"25-32";"POL (SD 25-32)"
"168";26014;"38G8";26;54;26.1;19;3.9;3;"POL";54.435;19.065;"25-32";"POL (SD 25-32)"
"169";26015;"38G8";26;54;26.9;19;17.1;4;"POL";54.4483333333333;19.285;"25-32";"POL (SD 25-32)"
"170";26019;"38G8";26;54;53.2;18;38;3;"POL";54.8866666666667;18.6333333333333;"25-32";"POL (SD 25-32)"
"171";26020;"38G8";26;54;47.2;18;42.3;3;"POL";54.7866666666667;18.705;"25-32";"POL (SD 25-32)"
"172";26023;"38G8";26;55;8.3;20;19.8;3;"RUS";55.1383333333333;20.33;"25-32";"RUS (SD 25-32)"
"173";26025;"39H0";26;55;12.4;20;9.8;3;"RUS";55.2066666666667;20.1633333333333;"25-32";"RUS (SD 25-32)"
"174";26026;"40H0";26;55;47;20;12.4;4;"LTU";55.7833333333333;20.2066666666667;"25-32";"LTU (SD 25-32)"
"175";26027;"41H0";26;55;47.4;20;23.2;3;"LAT";55.79;20.3866666666667;"25-32";"LAT (SD 25-32)"
"176";26028;"41G8";26;55;42.1;20;37.6;3;"LTU";55.7016666666667;20.6266666666667;"25-32";"DEN (SD 25-32)"
"177";26030;"41G8";26;56;7.8;19;51;3;"LAT";56.13;19.85;"25-32";"DEN (SD 25-32)"
"178";26032;"37G9";26;56;22;18;30.8;3;"SWE";56.3666666666667;18.5133333333333;"25-32";"SWE (SD 25-32)"
"179";26045;"37G9";26;55;16.7;19;5;4;"POL";55.2783333333333;19.0833333333333;"25-32";"POL (SD 25-32)"
"180";26052;"39H0";26;55;30.4;20;36.6;4;"LTU";55.5066666666667;20.61;"25-32";"LTU (SD 25-32)"
"181";26057;"40H0";26;55;43.1;19;58;4;"LTU";55.7183333333333;19.9666666666667;"25-32";"LTU (SD 25-32)"
"182";26060;"40H0";26;55;59.2;19;19.3;4;"LTU";55.9866666666667;19.3216666666667;"25-32";"LTU (SD 25-32)"
"183";26071;"41G8";26;56;13.7;19;30.3;6;"LAT";56.2283333333333;19.505;"25-32";"DEN (SD 25-32)"
"184";26073;"37G8";26;56;15;19;39;4;"LAT";56.25;19.65;"25-32";"LAT (SD 25-32)"
"185";26081;"37G9";26;56;27;20;12;5;"LAT";56.45;20.2;"25-32";"LAT (SD 25-32)"
"186";26090;"38G8";26;54;42.3;19;2.2;5;"POL";54.705;19.0366666666667;"25-32";"POL (SD 25-32)"
"187";26096;"38G8";26;55;10.5;19;26.3;5;"RUS";55.175;19.4383333333333;"25-32";"RUS (SD 25-32)"
"188";26105;"39G8";26;55;21;18;47;5;"POL";55.35;18.7833333333333;"25-32";"POL (SD 25-32)"
"189";26109;"39G8";26;55;22.2;19;29.8;5;"RUS";55.37;19.4966666666667;"25-32";"RUS (SD 25-32)"
"190";26112;"39H0";26;55;35.2;19;22.4;5;"RUS";55.5866666666667;19.3733333333333;"25-32";"RUS (SD 25-32)"
"191";26117;"39G9";26;55;34.8;19;44.2;5;"RUS";55.58;19.7366666666667;"25-32";"RUS (SD 25-32)"
"192";26121;"39H0";26;55;47.9;19;1.4;5;"RUS";55.7983333333333;19.0233333333333;"25-32";"RUS (SD 25-32)"
"193";26122;"40G8";26;56;0.1;19;17.9;5;"LTU";56.0016666666667;19.2983333333333;"25-32";"LTU (SD 25-32)"
"194";26124;"40H0";26;56;17;18;32;5;"SWE";56.2833333333333;18.5333333333333;"25-32";"SWE (SD 25-32)"
"195";26125;"40H0";26;56;24;18;38.3;5;"SWE";56.4;18.6383333333333;"25-32";"SWE (SD 25-32)"
"196";26128;"40H0";26;55;20.8;20;39.1;2;"RUS";55.3466666666667;20.6516666666667;"25-32";"RUS (SD 25-32)"
"197";26129;"40H0";26;54;59.7;19;18.6;6;"RUS";54.995;19.31;"25-32";"RUS (SD 25-32)"
"198";26130;"40G8";26;54;48.1;19;21.9;6;"RUS";54.8016666666667;19.365;"25-32";"RUS (SD 25-32)"
"199";26131;"40G8";26;54;24;19;2.4;2;"POL";54.4;19.04;"25-32";"POL (SD 25-32)"
"200";26133;"40H0";26;54;42.1;18;46.6;3;"POL";54.7016666666667;18.7766666666667;"25-32";"POL (SD 25-32)"
"201";26135;"40H0";26;54;56.4;19;24.2;6;"RUS";54.94;19.4033333333333;"25-32";"RUS (SD 25-32)"
"202";26138;"40H0";26;55;52.8;18;49;6;"POL";55.88;18.8166666666667;"25-32";"POL (SD 25-32)"
"203";26140;"40H0";26;56;0.4;18;54.1;6;"SWE";56.0066666666667;18.9016666666667;"25-32";"SWE (SD 25-32)"
"204";26141;"40G9";26;56;19;18;40;6;"LAT";56.3166666666667;18.6666666666667;"25-32";"LAT (SD 25-32)"
"205";26142;"40H0";26;56;12;19;28;6;"LAT";56.2;19.4666666666667;"25-32";"LAT (SD 25-32)"
"206";26144;"40H0";26;56;22;19;29;6;"LAT";56.3666666666667;19.4833333333333;"25-32";"LAT (SD 25-32)"
"207";26145;"41G8";26;56;27.9;19;49.7;6;"LAT";56.465;19.8283333333333;"25-32";"DEN (SD 25-32)"
"208";26150;"41G9";26;55;3.5;20;33.5;2;"RUS";55.0583333333333;20.5583333333333;"25-32";"RUS (SD 25-32)"
"209";26152;"41G9";26;55;10.5;19;13.2;5;"RUS";55.175;19.22;"25-32";"RUS (SD 25-32)"
"210";26153;"41G9";26;55;29.4;20;38.8;4;"LTU";55.49;20.6466666666667;"25-32";"LTU (SD 25-32)"
"211";26158;"41H0";26;55;51.7;20;6.2;4;"LTU";55.8616666666667;20.1033333333333;"25-32";"LTU (SD 25-32)"
"212";26160;"38G9";26;56;28.865;20;7.94;5;"LAT";56.4810833333333;20.1323333333333;"25-32";"LAT (SD 25-32)"
"213";26165;"38G9";26;55;26;18;34;5;"POL";55.4333333333333;18.5666666666667;"25-32";"POL (SD 25-32)"
"214";26167;"38G9";26;54;59.1;18;30.3;4;"POL";54.985;18.505;"25-32";"POL (SD 25-32)"
"215";26169;"38G8";26;54;46.3;18;41.5;2;"POL";54.7716666666667;18.6916666666667;"25-32";"POL (SD 25-32)"
"216";26172;"38G9";26;55;31.8;18;10.7;5;"POL";55.53;18.1783333333333;"25-32";"POL (SD 25-32)"
"217";26183;"39G9";26;54;51;18;36.8;2;"POL";54.85;18.6133333333333;"25-32";"POL (SD 25-32)"
